energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
103.293,1.31086,0.347872,2.02003,1.18889,0.259397,undefined,0.0173842,0.0705398,100.214,0
47.7133,-1.34799,-0.129455,1.97247,1.17043,-3.04585,undefined,0.0146404,0.120461,45.7725,0
44.3977,-1.34212,-0.121994,2.09327,1.22395,-3.05095,undefined,0.0189041,0.0907365,42.6648,0
11.4078,-1.19245,0.645706,1.6455,1.02456,2.6453,undefined,0.0108303,0.0345132,10.9849,0
13.7208,1.28319,0.332922,2.1544,1.26223,0.253851,undefined,0.0198856,0.124696,12.8915,0
9.34406,-1.33843,-0.211193,1.44484,0.92749,-2.98509,undefined,0.0124711,0.0152898,9.04049,0
8.81618,-1.34476,0.130214,1.58055,0.99654,3.04506,undefined,0.0105924,0.00874238,8.49125,0
6.89268,-1.15787,0.675781,1.3874,0.905816,2.61329,undefined,0.0216019,0.10856,6.81077,0
5.14512,-0.796714,1.08023,1.57373,0.998217,2.20628,undefined,0.0135775,0.033951,5.12746,0
3.93189,-0.847957,1.04343,1.29333,0.854185,2.25321,undefined,0.0155273,0.0496301,3.93611,0
4.55032,1.33236,0.188881,1.82837,1.11374,0.140826,undefined,0.0100442,0.00704553,4.54807,0
3.67969,0.0587761,-1.35367,1.3686,0.88848,-1.5274,undefined,0.0142648,0.0229674,3.70808,0
2.60018,0.766642,1.114,1.13752,0.764498,0.96804,undefined,0.0122453,0.0131969,2.6336,0
2.77047,1.28415,-0.404504,1.62686,1.0213,-0.305158,undefined,0.00987638,0.0880252,2.69456,0
