et,eta,theta,phi
441.03,2.42141,0.177128,-2.28921
425.402,-0.654545,2.18306,0.960522
85.9313,-0.0269058,1.5977,-0.0206136
42.6851,0.976296,0.720527,0.542125
29.7614,-1.58365,2.73676,-1.89526
27.1952,-3.41458,3.07584,1.39722
27.6952,1.32632,0.518938,-2.59914
26.66,2.68769,0.135866,-1.25462
26.3513,-3.42773,3.07669,-2.28974
28.7268,-0.453741,2.00972,-2.53817
23.8501,-1.85201,2.83029,1.79755
22.6766,-2.04701,2.88477,-0.449967
22.3183,1.87917,0.303093,1.89533
21.5568,1.97129,0.276773,0.719079
20.9361,-3.42803,3.07671,-0.57393
22.0799,-0.685586,2.20823,2.02088
19.9119,1.07848,0.65568,-0.714921
19.0152,-2.78036,3.01772,2.56081
18.9519,3.00578,0.0989194,1.44385
20.3004,-0.369661,1.93231,-1.3657
18.0393,3.93737,0.038994,-1.73283
17.6729,2.54706,0.156304,3.07085
16.7693,-1.33572,2.6273,3.10075
15.4146,3.28089,0.0751541,-0.241036
16.1675,0.50251,1.08819,2.69442
14.3803,3.5192,0.0592291,2.37436
12.4457,-3.42747,3.07668,0.47076
12.3463,-4.13063,3.10945,-1.58557
11.5016,4.31128,0.0268311,1.78722
11.5272,-1.0637,2.47685,-0.293141
10.6178,-4.40402,3.11714,1.39003
10.0978,-4.06275,3.10719,2.8058
9.75838,4.34584,0.0259198,-0.61796
9.02909,3.99755,0.0367171,-2.84342
8.75984,2.91762,0.108019,0.642328
7.92656,-2.83349,3.02411,-1.48478
7.14281,4.81928,0.0161449,2.66383
6.93628,-1.59099,2.73964,0.759993
6.6412,-4.80802,3.12527,-0.627163
6.84326,0.982853,0.716212,2.07303
6.91716,0.650798,0.961602,-1.72501
6.61673,0.140862,1.4304,1.18135
5.99896,-2.41534,2.96339,-2.42917
5.57949,4.16996,0.0309033,0.542064
4.46696,4.88625,0.0150991,-2.26718
4.36677,-4.76394,3.12453,-2.8187
3.74876,1.34664,0.508945,2.65191
3.72961,1.05228,0.671817,1.25569
3.55666,1.91009,0.293997,-0.27731
3.3882,-1.2612,2.58943,-1.15553
3.10981,-4.94318,3.12733,2.44416
