isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000706281,0.000649575,0.0205071,1.14405e-05,9.60595e-06,1.25639e-05,110.884,106.748
1,0,0.000677987,0.000627209,-0.032905,2.52683e-05,2.62233e-05,3.36706e-05,48.3872,71.9055
1,0,0.000700944,0.000611307,0.0655787,3.5692e-05,3.02363e-05,3.86516e-05,44.6594,56.3596
1,0,0.000733273,0.000698325,0.027592,3.14816e-05,3.24194e-05,5.18839e-05,41.2077,45.8344
1,0,0.000729881,0.000667602,0.0217445,3.34544e-05,3.25595e-05,3.72869e-05,36.5328,55.0532
1,0,0.000606608,0.000541487,-0.0854227,6.41245e-05,4.13688e-05,4.32953e-05,12.1773,18.3699
1,0,0.000652606,0.000663067,-0.120205,4.44534e-05,4.62569e-05,9.7966e-05,23.4892,27.3909
1,0,0.000712338,0.000609697,-0.0280916,4.27325e-05,4.10606e-05,7.08086e-05,33.5985,46.9162
1,0,0.000671463,0.000678762,0.00185415,4.20012e-05,3.95827e-05,4.76591e-05,27.8141,43.6137
1,0,0.000797506,0.000781569,0.0098537,5.58101e-05,6.68176e-05,8.99447e-05,12.4966,24.4452
1,0,0.000730954,0.000561363,-0.00286444,5.55626e-05,4.33284e-05,5.09339e-05,17.0518,17.7233
1,0,0.000661276,0.000523408,-0.057144,6.63741e-05,5.63981e-05,7.86972e-05,14.9857,20.1869
1,0,0.000730354,0.000747472,0.0113934,7.59549e-05,9.66698e-05,9.68664e-05,10.668,22.3787
1,0,0.000716826,0.000633247,-0.0477587,6.49567e-05,0.000101895,8.51409e-05,25.3214,23.7019
1,0,0.000666316,0.00075623,0.0693572,0.00018061,0.000260937,0.000346739,4.31793,2.70547
1,0,0.000678417,0.000604216,0.00495313,0.000118129,8.81889e-05,0.000128503,10.2688,12.4599
1,0,0.000655196,0.000613078,-0.00953941,0.000275091,0.000236934,0.000358552,4.99164,4.7627
1,0,0.000428966,0.00079365,-0.11329,0.000160985,0.000462471,0.000190138,0.00324473,0.942893
