et,eta,theta,phi
100.354,-1.79175,2.81129,0.109467
81.8453,-0.903053,2.37141,-1.78045
83.4875,0.483756,1.10487,-3.01664
56.9151,0.637042,0.972928,1.75666
13.0377,-3.90596,3.10135,1.95532
13.2074,1.84457,0.313591,2.19673
12.4953,-3.80905,3.09726,-3.0737
11.4366,-1.71794,2.7865,1.80305
11.17,-2.63397,2.99825,1.99624
10.6851,-0.514369,2.06388,-3.02585
9.99685,1.09798,0.643881,0.764106
9.32226,-1.72755,2.78983,-2.37373
8.47866,-4.05246,3.10684,-1.14702
8.26437,-3.62978,3.08856,0.652945
8.22694,-3.32238,3.06949,-2.19211
7.86904,-3.04074,3.04607,-0.596332
7.71997,3.86099,0.042088,-3.02938
7.8361,-1.34766,2.63314,-0.792925
7.74668,1.63629,0.38459,-0.405581
7.23399,-0.685525,2.20819,0.206978
6.36333,1.93099,0.288002,-2.15043
6.0629,-2.30246,2.94223,-1.27702
6.00296,-0.387364,1.94882,2.15706
5.44776,4.90719,0.0147862,2.62708
5.32782,-4.69409,3.12329,-2.13977
5.67308,0.578891,1.02177,-0.468354
5.11065,4.06176,0.0344338,1.45796
5.0995,4.73925,0.01749,0.0719589
4.57714,2.4018,0.180616,0.335636
4.48947,3.6689,0.0509978,-0.727217
3.88995,0.251738,1.32168,-1.53029
3.69369,3.17588,0.0834666,-1.40115
3.61379,-2.65127,3.0007,0.431275
3.38052,-4.91119,3.12687,1.93438
3.43726,1.36874,0.498282,3.05442
3.31931,-4.09402,3.10825,-0.167151
3.21085,-2.83721,3.02455,2.72238
3.14642,-0.195364,1.76493,-2.23725
