et,eta,theta,phi
91.2555,-0.164582,1.73464,-1.18117
46.304,-0.620722,2.15511,2.95801
43.0516,2.60046,0.148206,-0.775605
41.9387,-2.68246,3.00502,1.02404
45.5181,0.35308,1.22483,0.428892
40.8572,-1.25218,2.58469,2.00587
39.0778,1.30929,0.527448,2.52343
37.1507,-3.09883,3.05145,-2.84255
38.2677,0.946408,0.740469,-1.20271
35.9421,-1.272,2.59507,-0.0612843
31.931,1.66306,0.374672,0.19669
31.3976,-1.32669,2.62284,0.967071
32.8236,-0.0248498,1.59564,-2.23747
30.9224,-1.44944,2.68054,-2.44444
29.4044,-4.15027,3.11007,0.811676
29.4434,-2.03618,2.88201,-1.44159
27.8269,2.41088,0.178994,-2.81737
27.7228,-3.24077,3.06336,2.13156
28.4835,1.27701,0.54392,1.39463
26.547,2.76268,0.126077,1.28394
25.4206,-2.24509,2.93054,2.51707
25.8711,1.35451,0.505128,-2.28804
24.4861,-3.52341,3.08261,-1.50718
24.2563,-2.71284,3.00909,-0.668783
24.0852,2.5684,0.153017,-1.82302
21.8324,3.60908,0.0541402,0.312073
21.7591,-4.40811,3.11724,-2.50826
21.1456,3.68139,0.0503655,2.41058
20.0231,-4.35459,3.1159,2.38082
18.9421,3.85315,0.0424191,-2.71109
18.6574,3.84801,0.0426379,-1.01611
17.287,-3.49772,3.08108,-0.161329
15.8629,4.00837,0.036322,1.36052
16.2026,-0.158104,1.72825,-0.273803
13.8838,0.0263892,1.54441,2.25619
13.0769,-0.153393,1.72359,1.32124
11.9846,-1.12659,2.51469,-1.22411
10.7444,0.450108,1.13516,-3.07575
9.67027,1.63737,0.384187,-0.866316
9.44057,4.37641,0.0251394,-1.89081
8.10992,-4.2837,3.11401,-0.589618
7.51182,2.26052,0.20784,2.23789
7.18795,4.64393,0.019239,0.0211122
7.00006,-4.01865,3.10564,1.55959
6.85022,4.83635,0.0158715,-2.9979
6.52076,-1.7041,2.78166,3.12442
5.90739,-2.7697,3.0164,-2.18057
5.11828,4.69589,0.0182649,2.31671
4.73781,0.858308,0.801841,-0.31235
4.47122,-1.90184,2.84519,1.56002
4.20462,2.95847,0.103704,2.57614
4.18568,-4.7561,3.12439,-1.44022
3.55899,-5.03874,3.12863,-2.93165
