et,eta,theta,phi
79.9166,-2.81081,3.02143,-2.41159
68.5836,-2.66954,3.00325,0.539044
31.5493,-0.994492,2.43299,3.09258
28.6011,-1.44951,2.68057,-0.212214
27.2915,0.0261566,1.54464,1.41743
24.2259,-0.0520976,1.62287,2.70927
22.1471,1.25792,0.55388,2.66711
21.8823,-0.0597821,1.63054,0.233475
19.3161,-2.78675,3.01851,1.62064
20.1144,0.9045,0.769179,-1.09485
18.3131,-3.99973,3.10496,1.05667
18.6401,-1.41693,2.66586,-1.84945
17.5762,3.16532,0.084351,0.896578
16.286,-3.08858,3.05052,-1.07216
15.3304,2.48829,0.165723,-0.198134
15.0026,-1.72204,2.78792,1.09251
14.8164,1.14155,0.618179,0.22357
15.3356,0.24648,1.32677,-2.19422
13.5147,4.08867,0.0335197,-1.60151
12.8191,2.82973,0.117921,-2.70848
13.4562,-0.473783,2.02779,-0.712408
12.1945,4.31093,0.0268404,-2.50912
11.7537,4.23055,0.0290866,1.33296
11.3551,3.50811,0.0598888,2.82313
10.8803,-2.43479,2.96681,-0.399905
10.7858,2.96023,0.103521,-1.81267
10.7629,-4.15868,3.11034,-2.60571
10.7319,1.52561,0.428307,-2.11019
10.4977,3.81142,0.0442263,0.00254782
10.6071,-1.34314,2.63094,2.07817
10.3392,-4.14644,3.10995,-0.626381
10.5145,1.05704,0.668862,1.21624
10.0641,-4.03487,3.10622,2.1635
9.58171,2.0479,0.256593,2.25721
9.31085,-3.02483,3.04454,2.7861
7.76003,-2.18003,2.91647,2.83602
7.30799,1.97578,0.27555,-1.125
7.23362,4.77185,0.0169289,-0.598145
6.11203,4.57343,0.0206443,2.41343
6.11091,-2.19816,2.92048,-1.987
4.98893,-4.85779,3.12606,2.91282
4.96513,-0.931029,2.39069,1.21211
4.80924,2.10197,0.243225,1.05684
4.46697,3.48893,0.0610483,1.93515
4.3755,-4.7257,3.12386,0.305723
4.34074,-4.90539,3.12678,1.42777
4.14349,1.83304,0.317168,-2.88729
4.10756,-3.81754,3.09764,-1.64726
4.29415,-0.211779,1.78101,-1.49515
3.64454,-4.88336,3.12645,-1.71794
3.64156,3.38934,0.0674361,-0.705287
3.23113,-1.6548,2.76389,-1.12167
