arxiv_id,title,authors,date,category,abstract,abstract_procesado,cluster_kmeans,topic_lda,cluster_nombre
2411.16951v1,Partial Alignment of Astrometric Position Excursions of International Celestial Reference Frame Quasars with Radio Jet Structures,"['Valeri V. Makarov', 'Phil Cigan', 'David Gordon', 'Megan C. Johnson', 'Christopher DiLullo', 'Sébastien Lambert']",2024-11-25 21:45:13+00:00,astro-ph.GA,"Published analyses of very long baseline interferometry (VLBI) data for the sources included in the third International Celestial Reference Frame (ICRF3) catalog have revealed object-specific, excess astrometric variability and quasi-coherent trajectories as functions of time. A fraction of these sources show markedly elongated distributions of positions on the sky measured with diurnal observations. Here we apply a novel statistical and data-processing method to the diurnal position measurements stretching over 40 years to quantify the degree of elongation and its position angle, for each source with more than 200 data points. We find that 49\% of the examined sources have distribution elongations in excess of 1.3. Robust uncertainties of the directions of maximal astrometric dispersion are computed by the bootstrapping method, and the results are compared with a larger catalog of radio jet directions by Plavin et al. 2022. Nearly one-half of the sources with smaller position angle uncertainties are found to have astrometric position excursions from their mean positions aligned with the radio jet structures within $\pm 30\degr$.",published analysis long baseline interferometry vlbi data source included third international celestial reference frame icrf catalog revealed objectspecific excess astrometric variability quasicoherent trajectory function time fraction source show markedly elongated distribution position sky measured diurnal observation apply novel statistical dataprocessing method diurnal position measurement stretching year quantify degree elongation position angle source data point find examined source distribution elongation excess robust uncertainty direction maximal astrometric dispersion computed bootstrapping method result compared larger catalog radio jet direction plavin nearly onehalf source smaller position angle uncertainty found astrometric position excursion mean position aligned radio jet structure within degr,6,,
2411.14956v1,A celestial reference frame derived from observations with the Very Long Baseline Interferometry Global Observing System,"['Hana Krasna', 'Christopher S. Jacobs', 'Matthias Schartner', 'Patrick Charlot']",2024-11-22 14:15:27+00:00,astro-ph.IM,"Aims: We computed a celestial reference frame (CRF) from Very Long Baseline Interferometry (VLBI) Global Observing System (VGOS) data after five years of regular observations (155 multi-baseline 24-hour VGOS sessions until 2024.0). In this paper we document the source selection and scheduling strategies for the individual sessions, and investigate the effect of using this new VGOS CRF in the analysis of individual geodetic VLBI sessions. We carried out several comparisons with ICRF3-SX, and with VIE2023sx CRF which includes VLBI S/X data until 2024.0. Furthermore, we studied the effect of more frequent estimations of tropospheric parameters on the estimated CRF in the current VGOS network. We evaluated the VIE2023-VG CRF in the geodetic analysis of VGOS sessions where the source positions were fixed to either the VIE2023-VG CRF or to ICRF3-SX.
  Results: The current VIE2023-VG CRF is built with 1.39 million VGOS group delays and includes 418 radio sources, where 172 sources (41%) are introduced in only four research and development sessions alone. We show that the VIE2023-VG CRF has excellent source position precision. The median formal error from the least-squares adjustment is 30 microas for right ascension (scaled by cosine of declination) and 47 microas for declination. In terms of systematic distortions versus ICRF3-SX, the largest terms in the vector spherical harmonics up to the degree and order two, reach in absolute values around 60 microas, caused by correlations between the individual terms. Because of the lack of observations in the southern hemisphere, a constraint for a zero slope in declination difference with respect to ICRF3-SX is imposed in the global adjustment. Therefore, VGOS should prioritize the development of southern stations in order to limit the need for such constraints on the frame.",aim computed celestial reference frame crf long baseline interferometry vlbi global observing system vgos data five year regular observation multibaseline hour vgos session paper document source selection scheduling strategy individual session investigate effect using new vgos crf analysis individual geodetic vlbi session carried several comparison icrfsx viesx crf includes vlbi data furthermore studied effect frequent estimation tropospheric parameter estimated crf current vgos network evaluated vievg crf geodetic analysis vgos session source position fixed either vievg crf icrfsx result current vievg crf built million vgos group delay includes radio source source introduced four research development session alone show vievg crf excellent source position precision median formal error leastsquares adjustment microas right ascension scaled cosine declination microas declination term systematic distortion versus icrfsx largest term vector spherical harmonic degree order two reach absolute value around microas caused correlation individual term lack observation southern hemisphere constraint zero slope declination difference respect icrfsx imposed global adjustment therefore vgos prioritize development southern station order limit need constraint frame,6,,
2411.11292v2,The no-hair theorems at work in M87$^\ast$,['Lorenzo Iorio'],2024-11-18 05:38:59+00:00,gr-qc,"Recently, a perturbative calculation to the first post-Newtonian order has shown that the analytically worked out Lense-Thirring precession of the orbital angular momentum of a test particle following a circular path around a massive spinning primary is able to explain the measured features of the jet precession of the supermassive black hole at the centre of the giant elliptical galaxy M87. It is shown that also the hole's mass quadrupole moment $Q_2$, as given by the no-hair theorems, has a dynamical effect which cannot be neglected, as, instead, done so far in the literature. New allowed regions for the hole's dimensionless spin parameter $a^\ast$ and the effective radius $r_0$ of the accretion disk, assumed tightly coupled with the jet, are obtained by including both the Lense-Thirring and the quadrupole effects in the dynamics of the effective test particle modeling the accretion disk. One obtains that, by numerically integrating the resulting averaged equations for the rates of change of the angles $η$ and $φ$ characterizing the orientation of the orbital angular momentum with $a^\ast = +0.98$ and $r_0=14.1$ gravitational radii, it is possible to reproduce, both quantitatively and qualitatively, the time series for them recently measured with the Very Long Baseline Interferometry technique. Instead, the resulting time series produced with $a^\ast = -0.95$ and $r_0=16$ gravitational radii turn out to be out of phase with respect to the observationally determined ones, while maintaining the same amplitudes.",recently perturbative calculation first postnewtonian order shown analytically worked lensethirring precession orbital angular momentum test particle following circular path around massive spinning primary able explain measured feature jet precession supermassive black hole centre giant elliptical galaxy shown also hole mass quadrupole moment given nohair theorem dynamical effect neglected instead done far literature new allowed region hole dimensionless spin parameter aast effective radius accretion disk assumed tightly coupled jet obtained including lensethirring quadrupole effect dynamic effective test particle modeling accretion disk one obtains numerically integrating resulting averaged equation rate change angle characterizing orientation orbital angular momentum aast gravitational radius possible reproduce quantitatively qualitatively time series recently measured long baseline interferometry technique instead resulting time series produced aast gravitational radius turn phase respect observationally determined one maintaining amplitude,7,,
2411.09099v1,Detection of an orthogonal alignment between parsec scale AGN jets and their host galaxies,"['D. Fernández Gil', 'J. A. Hodgson', ""B. L'Huillier"", 'J. Asorey', 'C. Saulder', 'K. Finner', 'M. J. Jee', 'D. Parkinson', 'F. Combes']",2024-11-14 00:15:31+00:00,astro-ph.GA,"The relationship between galaxies and their supermassive black holes (SMBHs) is an area of active research. One way to investigate this is to compare parsec-scale jets formed by SMBHs with the projected shape of their kiloparsec-scale host galaxies. We analyse Very Long Baseline Interferometry (VLBI) images of Active Galactic Nuclei (AGN) and optical images of their host galaxies. We compare the inner-jet position angle in VLBI-detected radio sources with the optical shapes of galaxies as measured by several large optical surveys. In total 6273 galaxy-AGN pairs were found. We carefully account for the systematics of the cross-matched sources and find that Dark Energy Spectroscopic Instrument Legacy Imaging Surveys data (DESI LS) is significantly less affected by them. Using DESI LS, with which 5853 galaxy-AGN pairs were cross-matched, we find a weak but significant alignment signal (with a p-value $\leqslant$ 0.01) between the parsec-scale AGN jet and the kpc projected minor axis of the optical host galaxy in sources with measured spectroscopic redshifts. Our results show that the observed source properties are connected over 3 orders of magnitude in scale. This points towards an intimate connection between the SMBH, their host galaxies and their subsequent evolution.",relationship galaxy supermassive black hole smbhs area active research one way investigate compare parsecscale jet formed smbhs projected shape kiloparsecscale host galaxy analyse long baseline interferometry vlbi image active galactic nucleus agn optical image host galaxy compare innerjet position angle vlbidetected radio source optical shape galaxy measured several large optical survey total galaxyagn pair found carefully account systematics crossmatched source find dark energy spectroscopic instrument legacy imaging survey data desi significantly less affected using desi galaxyagn pair crossmatched find weak significant alignment signal pvalue leqslant parsecscale agn jet kpc projected minor axis optical host galaxy source measured spectroscopic redshift result show observed source property connected order magnitude scale point towards intimate connection smbh host galaxy subsequent evolution,2,,Interferometría & Síntesis de Apertura
2410.14834v1,Extracting Geodetic Data from GNSS-VLBI Co-Observation,"['Joe Skeens', 'Johnathan York', 'Leonid Petrov', 'Kyle Herrity', 'Richard Ji-Cathriner', 'Srinivas Bettadpur']",2024-10-18 19:12:05+00:00,physics.geo-ph,"We have been developing a novel interferometer formed directly between a Very Long Baseline Interferometry (VLBI) radio telescope and a Global Navigation Satellite Systems (GNSS) antenna/receiver. This interferometer is enabled by the High Rate Tracking Receiver (HRTR), a high-performance GNSS software-defined receiver that records baseband data similar to a VLBI receiving system. Of particular interest is the potential of the technique to produce precise local tie vectors directly between the geodetic reference points of VLBI and GNSS antennas for use in the determination of combination terrestrial reference frames. In this paper, we will describe the unique setup of this interferometer before discussing current developmental work in estimating local tie vectors from experimental data collected using this technique. In particular, much recent work has been in exploring the possibility of direct comparison of the GNSS and VLBI processing techniques. A significant advantage of GNSS-VLBI co-observation of GNSS satellites comes from the ability to cross-check position and clock estimates derived from differential measurements in VLBI-style processing with differential GNSS processing and absolute GNSS positioning with Precise Point Positioning (PPP). We show a preliminary VLBI analysis of interferometric data including a differential positioning solution using phase delays.",developing novel interferometer formed directly long baseline interferometry vlbi radio telescope global navigation satellite system gnss antennareceiver interferometer enabled high rate tracking receiver hrtr highperformance gnss softwaredefined receiver record baseband data similar vlbi receiving system particular interest potential technique produce precise local tie vector directly geodetic reference point vlbi gnss antenna use determination combination terrestrial reference frame paper describe unique setup interferometer discussing current developmental work estimating local tie vector experimental data collected using technique particular much recent work exploring possibility direct comparison gnss vlbi processing technique significant advantage gnssvlbi coobservation gnss satellite come ability crosscheck position clock estimate derived differential measurement vlbistyle processing differential gnss processing absolute gnss positioning precise point positioning ppp show preliminary vlbi analysis interferometric data including differential positioning solution using phase delay,6,,
2410.10950v1,Measuring Black Hole Light Echoes with Very Long Baseline Interferometry,"['George N. Wong', 'Lia Medeiros', 'Alejandro Cárdenas-Avendaño', 'James M Stone']",2024-10-14 18:00:01+00:00,astro-ph.HE,"Light passing near a black hole can follow multiple paths from an emission source to an observer due to strong gravitational lensing. Photons following different paths take different amounts of time to reach the observer, which produces an echo signature in the image. The characteristic echo delay is determined primarily by the mass of the black hole, but it is also influenced by the black hole spin and inclination to the observer. In the Kerr geometry, echo images are demagnified, rotated, and sheared copies of the direct image and lie within a restricted region of the image. Echo images have exponentially suppressed flux, and temporal correlations within the flow make it challenging to directly detect light echoes from the total light curve. In this paper, we propose a novel method to search for light echoes by correlating the total light curve with the interferometric signal at high spatial frequencies, which is a proxy for indirect emission. We explore the viability of our method using numerical general relativistic magnetohydrodynamic simulations of a near-face-on accretion system scaled to M87-like parameters. We demonstrate that our method can be used to directly infer the echo delay period in simulated data. An echo detection would be clear evidence that we have captured photons that have circled the black hole, and a high-fidelity echo measurement would provide an independent measure of fundamental black hole parameters. Our results suggest that detecting echoes may be achievable through interferometric observations with a modest space-based very long baseline interferometry mission.",light passing near black hole follow multiple path emission source observer due strong gravitational lensing photon following different path take different amount time reach observer produce echo signature image characteristic echo delay determined primarily mass black hole also influenced black hole spin inclination observer kerr geometry echo image demagnified rotated sheared copy direct image lie within restricted region image echo image exponentially suppressed flux temporal correlation within flow make challenging directly detect light echo total light curve paper propose novel method search light echo correlating total light curve interferometric signal high spatial frequency proxy indirect emission explore viability method using numerical general relativistic magnetohydrodynamic simulation nearfaceon accretion system scaled mlike parameter demonstrate method used directly infer echo delay period simulated data echo detection would clear evidence captured photon circled black hole highfidelity echo measurement would provide independent measure fundamental black hole parameter result suggest detecting echo may achievable interferometric observation modest spacebased long baseline interferometry mission,7,,
2410.07453v1,First Very Long Baseline Interferometry Detections at 870μm,"['Alexander W. Raymond', 'Sheperd S. Doeleman', 'Keiichi Asada', 'Lindy Blackburn', 'Geoffrey C. Bower', 'Michael Bremer', 'Dominique Broguiere', 'Ming-Tang Chen', 'Geoffrey B. Crew', 'Sven Dornbusch', 'Vincent L. Fish', 'Roberto García', 'Olivier Gentaz', 'Ciriaco Goddi', 'Chih-Chiang Han', 'Michael H. Hecht', 'Yau-De Huang', 'Michael Janssen', 'Garrett K. Keating', 'Jun Yi Koay', 'Thomas P. Krichbaum', 'Wen-Ping Lo', 'Satoki Matsushita', 'Lynn D. Matthews', 'James M. Moran', 'Timothy J. Norton', 'Nimesh Patel', 'Dominic W. Pesce', 'Venkatessh Ramakrishnan', 'Helge Rottmann', 'Alan L. Roy', 'Salvador Sánchez', 'Remo P. J. Tilanus', 'Michael Titus', 'Pablo Torne', 'Jan Wagner', 'Jonathan Weintroub', 'Maciek Wielgus', 'André Young', 'Kazunori Akiyama', 'Ezequiel Albentosa-Ruíz', 'Antxon Alberdi', 'Walter Alef', 'Juan Carlos Algaba', 'Richard Anantua', 'Rebecca Azulay', 'Uwe Bach', 'Anne-Kathrin Baczko', 'David Ball', 'Mislav Baloković', 'Bidisha Bandyopadhyay', 'John Barrett', 'Michi Bauböck', 'Bradford A. Benson', 'Dan Bintley', 'Raymond Blundell', 'Katherine L. Bouman', 'Hope Boyce', 'Roger Brissenden', 'Silke Britzen', 'Avery E. Broderick', 'Thomas Bronzwaer', 'Sandra Bustamante', 'John E. Carlstrom', 'Andrew Chael', 'Chi-kwan Chan', 'Dominic O. Chang', 'Koushik Chatterjee', 'Shami Chatterjee', 'Yongjun Chen', 'Xiaopeng Cheng', 'Ilje Cho', 'Pierre Christian', 'Nicholas S. Conroy', 'John E. Conway', 'Thomas M. Crawford', 'Alejandro Cruz-Osorio', 'Yuzhu Cui', 'Rohan Dahale', 'Jordy Davelaar', 'Mariafelicia De Laurentis', 'Roger Deane', 'Jessica Dempsey', 'Gregory Desvignes', 'Jason Dexter', 'Vedant Dhruv', 'Indu K. Dihingia', 'Sergio A. Dzib', 'Ralph P. Eatough', 'Razieh Emami', 'Heino Falcke', 'Joseph Farah', 'Edward Fomalont', 'Anne-Laure Fontana', 'H. Alyson Ford', 'Marianna Foschi', 'Raquel Fraga-Encinas', 'William T. Freeman', 'Per Friberg', 'Christian M. Fromm', 'Antonio Fuentes', 'Peter Galison', 'Charles F. Gammie', 'Boris Georgiev', 'Roman Gold', 'Arturo I. Gómez-Ruiz', 'José L. Gómez', 'Minfeng Gu', 'Mark Gurwell', 'Kazuhiro Hada', 'Daryl Haggard', 'Ronald Hesper', 'Dirk Heumann', 'Luis C. Ho', 'Paul Ho', 'Mareki Honma', 'Chih-Wei L. Huang', 'Lei Huang', 'David H. Hughes', 'Shiro Ikeda', 'C. M. Violette Impellizzeri', 'Makoto Inoue', 'Sara Issaoun', 'David J. James', 'Buell T. Jannuzi', 'Britton Jeter', 'Wu Jiang', 'Alejandra Jiménez-Rosales', 'Michael D. Johnson', 'Svetlana Jorstad', 'Adam C. Jones', 'Abhishek V. Joshi', 'Taehyun Jung', 'Ramesh Karuppusamy', 'Tomohisa Kawashima', 'Mark Kettenis', 'Dong-Jin Kim', 'Jae-Young Kim', 'Jongsoo Kim', 'Junhan Kim', 'Motoki Kino', 'Prashant Kocherlakota', 'Yutaro Kofuji', 'Patrick M. Koch', 'Shoko Koyama', 'Carsten Kramer', 'Joana A. Kramer', 'Michael Kramer', 'Derek Kubo', 'Cheng-Yu Kuo', 'Noemi La Bella', 'Sang-Sung Lee', 'Aviad Levis', 'Zhiyuan Li', 'Rocco Lico', 'Greg Lindahl', 'Michael Lindqvist', 'Mikhail Lisakov', 'Jun Liu', 'Kuo Liu', 'Elisabetta Liuzzo', 'Andrei P. Lobanov', 'Laurent Loinard', 'Colin J. Lonsdale', 'Amy E. Lowitz', 'Ru-Sen Lu', 'Nicholas R. MacDonald', 'Sylvain Mahieu', 'Doris Maier', 'Jirong Mao', 'Nicola Marchili', 'Sera Markoff', 'Daniel P. Marrone', 'Alan P. Marscher', 'Iván Martí-Vidal', 'Lia Medeiros', 'Karl M. Menten', 'Izumi Mizuno', 'Yosuke Mizuno', 'Joshua Montgomery', 'Kotaro Moriyama', 'Monika Moscibrodzka', 'Wanga Mulaudzi', 'Cornelia Müller', 'Hendrik Müller', 'Alejandro Mus', 'Gibwa Musoke', 'Ioannis Myserlis', 'Hiroshi Nagai', 'Neil M. Nagar', 'Masanori Nakamura', 'Gopal Narayanan', 'Iniyan Natarajan', 'Antonios Nathanail', 'Santiago Navarro Fuentes', 'Joey Neilsen', 'Chunchong Ni', 'Michael A. Nowak', 'Junghwan Oh', 'Hiroki Okino', 'Héctor Raúl Olivares Sánchez', 'Tomoaki Oyama', 'Feryal Özel', 'Daniel C. M. Palumbo', 'Georgios Filippos Paraschos', 'Jongho Park', 'Harriet Parsons', 'Ue-Li Pen', 'Vincent Piétu', 'Aleksandar PopStefanija', 'Oliver Porth', 'Ben Prather', 'Giacomo Principe', 'Dimitrios Psaltis', 'Hung-Yi Pu', 'Philippe A. Raffin', 'Ramprasad Rao', 'Mark G. Rawlings', 'Angelo Ricarte', 'Bart Ripperda', 'Freek Roelofs', 'Cristina Romero-Cañizales', 'Eduardo Ros', 'Arash Roshanineshat', 'Ignacio Ruiz', 'Chet Ruszczyk', 'Kazi L. J. Rygl', 'David Sánchez-Argüelles', 'Miguel Sánchez-Portal', 'Mahito Sasada', 'Kaushik Satapathy', 'Tuomas Savolainen', 'F. Peter Schloerb', 'Jonathan Schonfeld', 'Karl-Friedrich Schuster', 'Lijing Shao', 'Zhiqiang Shen', 'Des Small', 'Bong Won Sohn', 'Jason SooHoo', 'León David Sosapanta Salas', 'Kamal Souccar', 'Ranjani Srinivasan', 'Joshua S. Stanway', 'He Sun', 'Fumie Tazaki', 'Alexandra J. Tetarenko', 'Paul Tiede', 'Kenji Toma', 'Teresa Toscano', 'Efthalia Traianou', 'Tyler Trent', 'Sascha Trippe', 'Matthew Turk', 'Ilse van Bemmel', 'Huib Jan van Langevelde', 'Daniel R. van Rossum', 'Jesse Vos', 'Derek Ward-Thompson', 'John Wardle', 'Jasmin E. Washington', 'Robert Wharton', 'Kaj Wiik', 'Gunther Witzel', 'Michael F. Wondrak', 'George N. Wong', 'Qingwen Wu', 'Nitika Yadlapalli', 'Paul Yamaguchi', 'Aristomenis Yfantis', 'Doosoo Yoon', 'Ziri Younsi', 'Wei Yu', 'Feng Yuan', 'Ye-Fei Yuan', 'J. Anton Zensus', 'Shuo Zhang', 'Guang-Yao Zhao', 'Shan-Shan Zhao']",2024-10-09 21:38:04+00:00,astro-ph.IM,"The first very long baseline interferometry (VLBI) detections at 870$μ$m wavelength (345$\,$GHz frequency) are reported, achieving the highest diffraction-limited angular resolution yet obtained from the surface of the Earth, and the highest-frequency example of the VLBI technique to date. These include strong detections for multiple sources observed on inter-continental baselines between telescopes in Chile, Hawaii, and Spain, obtained during observations in October 2018. The longest-baseline detections approach 11$\,$G$λ$ corresponding to an angular resolution, or fringe spacing, of 19$μ$as. The Allan deviation of the visibility phase at 870$μ$m is comparable to that at 1.3$\,$mm on the relevant integration time scales between 2 and 100$\,$s. The detections confirm that the sensitivity and signal chain stability of stations in the Event Horizon Telescope (EHT) array are suitable for VLBI observations at 870$μ$m. Operation at this short wavelength, combined with anticipated enhancements of the EHT, will lead to a unique high angular resolution instrument for black hole studies, capable of resolving the event horizons of supermassive black holes in both space and time.",first long baseline interferometry vlbi detection wavelength ghz frequency reported achieving highest diffractionlimited angular resolution yet obtained surface earth highestfrequency example vlbi technique date include strong detection multiple source observed intercontinental baseline telescope chile hawaii spain obtained observation october longestbaseline detection approach corresponding angular resolution fringe spacing allan deviation visibility phase comparable relevant integration time scale detection confirm sensitivity signal chain stability station event horizon telescope eht array suitable vlbi observation operation short wavelength combined anticipated enhancement eht lead unique high angular resolution instrument black hole study capable resolving event horizon supermassive black hole space time,7,,
2409.16059v2,Pathfinding pulsar observations with the CVN incorporating the FAST,"['Zhen Yan', 'Zhiqiang Shen', 'Peng Jiang', 'Bo Zhang', 'Haiyan Zhang', 'Lang Cui', 'Jintao Luo', 'Rurong Chen', 'Wu Jiang', 'Hua Zhang', 'De Wu', 'Rongbing Zhao', 'Jianping Yuan', 'Yue Hu', 'Yajun Wu', 'Bo Xia', 'Guanghui Li', 'Yongnan Rao', 'Chenyu Chen', 'Xiaowei Wang', 'Hao Ding', 'Yongpeng Liu', 'Fuchen Zhang', 'Yongbin Jiang']",2024-09-24 13:00:38+00:00,astro-ph.HE,"The importance of Very Long Baseline Interferometry (VLBI) for pulsar research is becoming increasingly prominent and receiving more and more attention. In this paper, we present pathfinding pulsar observation results with the Chinese VLBI Network (CVN) incorporating the Five-hundred-meter Aperture Spherical radio Telescope (FAST). On MJD 60045 (April 11th, 2023), PSRs B0919+06 and B1133+16 were observed with the phase-referencing mode in the L-band using four radio telescopes (FAST, TianMa, Haoping and Nanshan) and correlated with the pulsar binning mode of the distributed FX-style software correlator in Shanghai. After further data processing with the NRAO Astronomical Image Processing System (AIPS), we detected these two pulsars and fitted their current positions with accuracy at the milliarcsecond level. By comparison, our results show significantly better agreement with predicted values based on historical VLBI observations than that with previous timing observations, as pulsar astrometry with the VLBI provides a more direct and model-independent method for accurately obtaining related parameters.",importance long baseline interferometry vlbi pulsar research becoming increasingly prominent receiving attention paper present pathfinding pulsar observation result chinese vlbi network cvn incorporating fivehundredmeter aperture spherical radio telescope fast mjd april psrs observed phasereferencing mode lband using four radio telescope fast tianma haoping nanshan correlated pulsar binning mode distributed fxstyle software correlator shanghai data processing nrao astronomical image processing system aips detected two pulsar fitted current position accuracy milliarcsecond level comparison result show significantly better agreement predicted value based historical vlbi observation previous timing observation pulsar astrometry vlbi provides direct modelindependent method accurately obtaining related parameter,5,,
2409.15229v3,SMILE: Discriminating milli-lens systems in a VLBI pilot project,"['F. M. Pötzl', 'C. Casadio', 'G. Kalaitzidakis', 'D. Álvarez-Ortega', 'A. Kumar', 'V. Missaglia', 'D. Blinov', 'M. Janssen', 'N. Loudas', 'V. Pavlidou', 'A. C. S. Readhead', 'K. Tassis', 'P. N. Wilkinson', 'J. A. Zensus']",2024-09-23 17:24:58+00:00,astro-ph.GA,"Dark Matter (DM) remains poorly probed on critical, sub-galactic scales, where predictions from different models diverge in terms of abundance and density profiles of halos. Gravitational lens systems on milli-arcsecond scales (milli-lenses) are expected for a population of dense DM halos (free-floating or sub-halos) and free-floating supermassive black holes in the mass range of $10^6$ to $10^9\,M_\odot$. In this paper, we aim to look for milli-lens systems via a systematic search in a large sample of radio-loud AGN observed with very-long-baseline interferometry (VLBI). We present the observational strategy to discriminate milli-lenses from contaminant objects mimicking a milli-lens morphology. In a pilot project, we have investigated VLBI images from 13,828 sources from the Astrogeo VLBI image database and reduced the number of candidates to 40 in a first step. We present here the images and analysis of new sensitive follow-up observations with the EVN at 5 and 22 GHz and streamline our analysis to reject milli-lens candidates. By using constraints such as the surface brightness ratio, conservation of spectral shape, stability of flux ratios over time, and changes in morphology, we can confidently discriminate between milli-lenses and contaminant objects that mimick them. Using the above constraints, we rule out 31 out of our initial 40 candidates of milli-lens systems, demonstrating the power of our approach. Also, we found many new candidate compact symmetric objects, which are thought to be primarily short-lived jetted radio sources. This serves as a pathfinder for the final sample used for the Search for MIlli-LEnses (SMILE) project, which will allow us to constrain DM models by comparing the results to theoretical predictions. This SMILE sample will consist of $\sim$5,000 sources based on the VLA CLASS survey, including many observations obtained for this project specifically.",dark matter remains poorly probed critical subgalactic scale prediction different model diverge term abundance density profile halo gravitational lens system milliarcsecond scale millilenses expected population dense halo freefloating subhalos freefloating supermassive black hole mass range modot paper aim look millilens system via systematic search large sample radioloud agn observed verylongbaseline interferometry vlbi present observational strategy discriminate millilenses contaminant object mimicking millilens morphology pilot project investigated vlbi image source astrogeo vlbi image database reduced number candidate first step present image analysis new sensitive followup observation evn ghz streamline analysis reject millilens candidate using constraint surface brightness ratio conservation spectral shape stability flux ratio time change morphology confidently discriminate millilenses contaminant object mimick using constraint rule initial candidate millilens system demonstrating power approach also found many new candidate compact symmetric object thought primarily shortlived jetted radio source serf pathfinder final sample used search millilenses smile project allow constrain model comparing result theoretical prediction smile sample consist sim source based vla class survey including many observation obtained project specifically,6,,
2409.11229v1,Imaging fermionic dark matter cores at the center of galaxies,"['Joaquin Pelle', 'Carlos R. Argüelles', 'Florencia L. Vieyro', 'Valentina Crespi', 'Carolina Millauro', 'Martín F. Mestre', 'Oscar Reula', 'Federico Carrasco']",2024-09-17 14:23:33+00:00,astro-ph.GA,"Current images of the supermassive black hole (SMBH) candidates at the center of our Galaxy and M87 have opened an unprecedented era for studying strong gravity and the nature of relativistic sources. Very-long-baseline interferometry (VLBI) data show images consistent with a central SMBH within General Relativity (GR). However, it is essential to consider whether other well-motivated dark compact objects within GR could produce similar images. Recent studies have shown that dark matter (DM) halos modeled as self-gravitating systems of neutral fermions can harbor very dense fermionic cores at their centers, which can mimic the spacetime features of a black hole (BH). Such dense, horizonless DM cores can satisfy the observational constraints: they can be supermassive and compact and lack a hard surface. We investigate whether such cores can produce similar observational signatures to those of BHs when illuminated by an accretion disk. We compute images and spectra of the fermion cores with a general-relativistic ray tracing technique, assuming the radiation originates from standard $α$ disks, which are self-consistently solved within the current DM framework. Our simulated images possess a central brightness depression surrounded by a ring-like feature, resembling what is expected in the BH scenario. For Milky Way-like halos, the central brightness depressions have diameters down to $\sim 35\, μ$as as measured from a distance of approximately $8\,$kpc. Finally, we show that the DM cores do not possess photon rings, a key difference from the BH paradigm, which could help discriminate between the models.",current image supermassive black hole smbh candidate center galaxy opened unprecedented era studying strong gravity nature relativistic source verylongbaseline interferometry vlbi data show image consistent central smbh within general relativity however essential consider whether wellmotivated dark compact object within could produce similar image recent study shown dark matter halo modeled selfgravitating system neutral fermion harbor dense fermionic core center mimic spacetime feature black hole dense horizonless core satisfy observational constraint supermassive compact lack hard surface investigate whether core produce similar observational signature bh illuminated accretion disk compute image spectrum fermion core generalrelativistic ray tracing technique assuming radiation originates standard disk selfconsistently solved within current framework simulated image possess central brightness depression surrounded ringlike feature resembling expected scenario milky waylike halo central brightness depression diameter sim measured distance approximately kpc finally show core possess photon ring key difference paradigm could help discriminate model,7,,
2409.08321v1,Selective Dynamical Imaging of Interferometric Data,"['Joseph Farah', 'Peter Galison', 'Kazunori Akiyama', 'Katherine L. Bouman', 'Geoffrey C. Bower', 'Andrew Chael', 'Antonio Fuentes', 'José L. Gómez', 'Mareki Honma', 'Michael D. Johnson', 'Yutaro Kofuji', 'Daniel P. Marrone', 'Kotaro Moriyama', 'Ramesh Narayan', 'Dominic W. Pesce', 'Paul Tiede', 'Maciek Wielgus', 'Guang-Yao Zhao', 'The Event Horizon Telescope Collaboration']",2024-09-12 18:00:00+00:00,astro-ph.IM,"Recent developments in very long baseline interferometry (VLBI) have made it possible for the Event Horizon Telescope (EHT) to resolve the innermost accretion flows of the largest supermassive black holes on the sky. The sparse nature of the EHT's $(u, v)$-coverage presents a challenge when attempting to resolve highly time-variable sources. We demonstrate that the changing (u, v)-coverage of the EHT can contain regions of time over the course of a single observation that facilitate dynamical imaging. These optimal time regions typically have projected baseline distributions that are approximately angularly isotropic and radially homogeneous. We derive a metric of coverage quality based on baseline isotropy and density that is capable of ranking array configurations by their ability to produce accurate dynamical reconstructions. We compare this metric to existing metrics in the literature and investigate their utility by performing dynamical reconstructions on synthetic data from simulated EHT observations of sources with simple orbital variability. We then use these results to make recommendations for imaging the 2017 EHT Sgr A* data set.",recent development long baseline interferometry vlbi made possible event horizon telescope eht resolve innermost accretion flow largest supermassive black hole sky sparse nature ehts vcoverage present challenge attempting resolve highly timevariable source demonstrate changing vcoverage eht contain region time course single observation facilitate dynamical imaging optimal time region typically projected baseline distribution approximately angularly isotropic radially homogeneous derive metric coverage quality based baseline isotropy density capable ranking array configuration ability produce accurate dynamical reconstruction compare metric existing metric literature investigate utility performing dynamical reconstruction synthetic data simulated eht observation source simple orbital variability use result make recommendation imaging eht sgr data set,6,,
