et,eta,theta,phi
77.32,1.39568,0.485559,-2.5913
45.7382,1.09998,0.642682,-0.107413
31.6052,1.06068,0.666607,0.839755
29.0287,0.496331,1.09367,-1.50208
26.9729,-2.51745,2.98061,2.93501
26.2374,2.44947,0.172251,2.86782
26.5113,-1.3161,2.61756,1.92677
25.9472,1.57759,0.407223,-1.00497
23.6414,-1.9416,2.85659,0.515823
22.3828,-0.903823,2.37194,-2.37914
21.169,2.37425,0.185634,1.21659
20.9267,-2.73604,3.01212,1.9582
22.2016,-0.397764,1.95847,1.28481
20.1998,2.93218,0.10646,-0.1575
21.9731,-0.124105,1.69458,3.08517
19.9079,1.59045,0.402159,2.29857
18.7855,0.0148429,1.55595,0.385559
17.1819,-0.506839,2.05723,-0.975186
15.0517,-4.29543,3.11433,-0.199557
12.6481,2.55282,0.15541,-2.19076
12.7552,-1.60104,2.74356,-0.749832
11.0576,-2.64344,2.9996,-1.56589
9.83675,-3.17138,3.05775,0.424265
8.93394,3.69649,0.0496109,-2.05516
8.70334,-4.01384,3.10547,2.10812
8.58491,3.9266,0.039416,2.28637
8.17823,-3.29089,3.06719,-0.503944
7.89338,-3.84194,3.0987,-2.60097
7.18938,-3.90979,3.10151,-1.38072
6.58679,4.00702,0.0363709,-0.604983
6.55654,4.04578,0.0349884,0.493461
6.93416,0.480803,1.10751,-2.45807
6.1491,1.52649,0.427941,1.56887
6.10757,1.59799,0.399218,-1.77425
6.02987,-1.49589,2.70077,-3.11011
5.7665,3.48972,0.0610001,-3.03613
5.50708,-1.43484,2.674,-1.7147
5.35429,3.12098,0.0881703,0.843735
5.31985,2.74063,0.12888,-1.26098
4.59375,-4.42747,3.1177,0.903549
4.72817,-1.00097,2.4372,0.212787
4.5301,4.53283,0.0214996,1.4553
4.0309,2.15683,0.230358,0.103476
3.88745,0.0796251,1.49126,-0.423361
3.62315,4.71312,0.017953,-2.47876
3.56656,4.94202,0.0142801,-0.216596
3.73249,0.160725,1.41076,2.17195
3.24133,2.92875,0.106826,1.9412
3.10537,-1.97107,2.86476,1.54757
