pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
10.2929,1,0.000667121,0.000717515,-0.0520843,1.34761,2.20119,0
91.1661,-1,0.000703791,0.000649046,0.0145867,-2.57646,1.34874,0
27.1708,-1,0.000709516,0.000560216,-0.0316982,-0.0192144,1.09458,0
22.0476,1,0.000697843,0.000645774,-0.0306432,0.865932,1.01093,0
