et,eta,theta,phi
390.855,-2.33549,2.94867,2.84621
344.868,0.592706,1.01003,-0.588513
118.087,0.692546,0.927776,0.818521
48.5,1.36842,0.498437,0.047513
41.2159,0.613233,0.992738,-2.78648
32.9692,1.67281,0.371117,-0.855715
33.9676,-1.23259,2.57424,0.377042
31.2674,-1.13933,2.52213,2.63123
26.5659,3.34498,0.0704928,-1.11152
24.9766,-3.96556,3.10368,-2.40067
24.8165,3.15778,0.0849888,2.68271
25.169,-1.44291,2.67762,-1.19065
22.7239,2.6953,0.134839,-2.21535
22.6737,2.22439,0.215429,1.09834
23.7802,-0.276202,1.84355,-1.66964
21.0246,4.18456,0.0304556,3.01025
19.7558,-3.27435,3.06595,2.4792
19.5834,1.51096,0.434431,2.59555
18.5846,3.10572,0.0895244,1.32068
18.6123,-1.74725,2.79655,-2.09757
19.6773,-0.56986,2.1121,1.14655
17.3998,-3.26602,3.06531,0.916403
16.3925,4.32087,0.0265752,-1.587
16.3003,4.39966,0.0245617,1.2474
15.4304,-2.82592,3.02322,-1.40962
15.409,1.87154,0.305377,-1.82354
14.5893,3.30206,0.0735813,0.354201
13.8965,-4.1752,3.11085,1.48178
13.2075,-2.63879,2.99894,-0.263332
12.5716,-3.80666,3.09716,-0.856281
12.0626,2.4877,0.165821,-0.168928
11.5781,2.36449,0.187443,2.93124
12.3238,-0.296276,1.86283,-0.316898
11.3209,-0.96668,2.4147,-2.81695
10.8343,-1.92418,2.85165,1.29055
8.72955,2.26914,0.206071,2.0828
9.18701,0.914179,0.76247,1.83605
8.56773,4.02757,0.0356314,-0.26156
8.22092,4.15235,0.0314524,2.0525
8.10108,-3.03643,3.04565,-2.51018
7.92035,-4.4885,3.11912,2.48901
7.95669,0.657641,0.956001,-1.71162
7.89238,-0.134936,1.70532,1.91974
7.28068,-1.64754,2.7612,-0.385142
7.1524,-2.945,3.03649,1.59897
6.35189,-3.79065,3.09644,0.184484
6.55796,0.257945,1.31567,2.73133
6.0041,4.90936,0.0147541,0.370737
6.00476,3.54958,0.0574575,-2.33379
5.88382,4.77649,0.0168506,-2.49866
5.23206,4.94852,0.0141876,-0.798178
4.54421,-5.01755,3.12835,1.09132
3.7865,-4.48724,3.11909,-1.74124
3.64784,-1.1249,2.5137,1.81032
3.34982,-4.76566,3.12456,-0.436676
3.31735,5.04493,0.0128837,2.71124
