et,eta,theta,phi
91.3793,0.342818,1.2345,-0.783608
60.5998,-1.43313,2.67323,2.00171
24.9336,-3.24371,3.06359,-1.08407
22.5857,-3.83721,3.09849,3.05076
20.8524,-1.2434,2.58003,-1.95091
16.9651,0.255108,1.31841,0.884601
14.1585,-4.52506,3.11993,2.47009
14.5721,-1.07989,2.48677,-3.08745
13.0034,0.765056,0.871021,-3.08068
10.9001,-3.26948,3.06558,0.200644
10.9664,1.93441,0.287033,-3.0223
11.5186,-0.679922,2.20368,-0.200245
10.6603,-4.18615,3.11119,1.27578
11.0552,-0.506535,2.05696,-1.18578
10.1291,-3.07489,3.04927,1.44275
10.034,-1.74201,2.79478,0.856722
9.15232,-3.02883,3.04492,-2.75514
9.41342,1.32335,0.520412,-1.95586
9.44686,-0.142045,1.71237,-2.36091
8.55677,2.12721,0.23722,1.80953
8.53616,1.29115,0.536645,1.5298
8.12278,3.31032,0.0729766,-1.15284
8.01837,3.0804,0.0918173,1.72299
7.91758,-4.28797,3.11413,-1.90312
7.82234,3.34837,0.0702541,0.140413
7.00038,-1.92788,2.85271,-1.18369
6.72582,-3.20488,3.06051,2.36825
6.43049,3.24417,0.0779626,-2.83539
6.50308,1.48502,0.445481,-0.745733
6.64854,-0.39439,1.95534,2.56189
6.19313,4.26095,0.0282159,1.48901
5.85608,-1.9061,2.84644,-0.0660972
5.78482,-0.493199,2.04514,1.56474
5.42846,-4.38981,3.11679,-0.858945
4.98587,0.692612,0.927723,0.0593353
4.77664,-4.67694,3.12298,0.378742
4.47926,4.82679,0.0160241,-2.44592
4.23425,2.59272,0.149355,-0.810857
3.74895,3.93554,0.0390655,-1.80621
3.60856,2.49247,0.165035,-2.27068
3.56894,-2.9967,3.04177,-1.8169
3.50526,4.40136,0.02452,0.544995
3.19029,2.83054,0.117826,2.61766
3.09931,3.85821,0.0422051,2.43393
