et,eta,theta,phi
155.557,-0.425825,1.98431,-0.713381
127.093,1.05374,0.670909,-2.93533
121.082,0.725895,0.901356,1.70967
47.8382,0.135996,1.43522,-1.58459
27.9909,-2.13878,2.90708,2.18284
21.1794,-3.58579,3.08618,1.49241
13.9463,3.70055,0.04941,-1.10341
13.9563,2.09254,0.245506,1.56606
13.7922,3.11418,0.0887716,-2.04728
14.4642,-0.544199,2.08997,-2.58308
12.3088,4.00423,0.0364726,2.09989
12.8728,0.535526,1.05917,-0.210951
12.2408,-3.92802,3.10223,0.201273
12.1699,-1.70896,2.78337,0.711961
11.9707,3.25273,0.0772984,-0.134825
11.738,-1.5171,2.70974,-2.02903
11.2156,1.87447,0.304496,-0.421616
10.2736,0.934599,0.74847,-1.92271
9.62576,2.45406,0.171466,-3.01559
9.46108,-3.36464,3.07247,-1.19514
9.30567,4.59835,0.0201362,-0.489067
9.22701,-0.85448,2.337,1.63281
8.3272,1.33057,0.516833,2.557
8.24246,0.882376,0.78469,0.860278
7.82668,3.06271,0.0934534,0.879909
7.93286,-1.11203,2.5061,2.98307
7.39324,-3.0797,3.04971,2.27361
7.25337,-2.23591,2.92861,-2.90756
6.59207,-3.04728,3.04669,-2.94005
6.27656,-4.34319,3.1156,2.59
6.27142,2.84637,0.11598,2.5368
6.23526,4.39103,0.0247746,0.938198
5.90873,-4.34824,3.11573,-1.90019
6.39818,-0.320462,1.88591,0.670047
5.64,-1.06551,2.47797,-0.227651
5.43951,4.14891,0.0315606,-2.45754
5.32481,-2.82632,3.02327,0.380174
5.19718,-2.37573,2.95623,-0.325092
4.24732,0.911593,0.764258,-1.01102
4.05401,-1.62894,2.75423,-1.00086
4.00181,4.84276,0.0157702,2.96886
3.73866,-4.78601,3.1249,0.736922
3.71353,-2.48577,2.97545,1.3257
3.65955,1.8927,0.299078,-2.38454
3.5117,2.12429,0.237907,0.523746
3.43963,-2.44693,2.96891,-1.68456
