et,eta,theta,phi
32.9401,1.14377,0.616894,0.586898
32.0456,-0.701067,2.22062,2.36952
28.6519,2.79973,0.121504,-1.71458
29.019,0.49342,1.09626,-1.6084
22.0171,-1.263,2.59038,-0.229639
20.7843,2.79754,0.121769,1.27466
20.6106,-3.21074,3.06098,0.216997
22.2229,0.0833187,1.48757,-0.227401
19.1112,-1.3493,2.63394,-1.34582
17.5264,3.45714,0.063019,-2.90107
16.8603,-2.91941,3.03377,2.51718
16.325,1.75464,0.342549,-2.01326
16.071,-1.68545,2.77503,2.94443
15.2997,-2.63085,2.99781,-1.66854
14.3537,-3.09681,3.05127,1.40371
13.289,2.37309,0.185849,-2.90645
12.2017,3.25627,0.0770252,2.2543
11.6884,4.4184,0.0241059,2.89133
12.0862,-1.29021,2.60446,1.16387
11.5611,-3.72784,3.09351,-1.46848
12.099,0.732222,0.896404,1.68503
11.0956,4.20025,0.0299814,1.43101
12.0151,0.659042,0.954857,2.91172
10.9516,-4.17736,3.11092,2.96375
9.75032,-2.70772,3.00841,-2.69953
9.55055,3.01837,0.0976835,-0.579305
9.46787,4.01206,0.0361881,0.0736223
9.14502,-4.27485,3.11377,1.13447
8.98101,1.79744,0.32846,-0.953546
8.72054,3.86447,0.0419421,-1.4052
8.43994,2.02038,0.263672,1.68038
8.24352,-1.87583,2.8375,1.94805
8.05025,-1.55023,2.7234,-2.3993
8.12102,-0.419122,1.97816,-2.87714
6.9441,-0.0147694,1.58557,0.733989
5.88827,-4.64904,3.12245,-1.03105
5.50681,3.36371,0.0691859,0.525395
5.47764,-4.77277,3.12468,2.0291
5.10629,2.24466,0.21114,0.329357
5.01987,1.03058,0.685441,-0.4011
4.81043,-0.323369,1.88867,1.53301
4.60891,4.61755,0.0197534,-2.25062
4.17898,-3.76288,3.09517,-0.465937
4.23371,-0.455521,2.01134,-1.36562
3.93988,-2.23367,2.92814,0.994792
3.73701,4.92161,0.0145745,-0.64427
3.69027,0.381029,1.19867,-2.32235
3.37695,-4.44244,3.11806,-2.38243
