et,eta,theta,phi
127.314,-0.87978,2.35507,0.162293
106.827,-0.667443,2.19358,3.03214
38.3383,-2.65756,3.00158,-1.56566
29.319,1.27607,0.544405,-1.9167
25.9159,2.53845,0.157649,-0.555463
18.1403,-4.64524,3.12238,2.02005
18.4671,0.956627,0.733601,0.0729368
18.2847,-1.10014,2.49901,-1.7848
15.8896,-2.86898,3.0282,-2.84984
15.7356,-2.81519,3.02195,2.20291
16.0195,1.40524,0.481117,-3.05386
15.0792,-1.73697,2.79306,1.62288
12.747,0.234957,1.33797,-1.26895
11.2165,-1.52679,2.71377,2.80368
11.0557,2.20162,0.220352,2.41469
10.4427,-3.85688,3.09933,1.7322
10.4448,3.0751,0.0923045,-1.56865
11.3942,-0.213964,1.78315,2.05152
9.92233,-4.03369,3.10618,-1.98566
9.87298,-2.55141,2.98596,-0.535041
9.84897,2.20957,0.218622,1.50739
9.70839,4.03142,0.0354946,-2.2153
9.70967,3.09335,0.0906372,0.544349
9.52195,-3.84779,3.09895,0.489896
9.21042,-2.79115,3.01904,0.940805
9.0907,-0.820255,2.31204,-0.833177
8.48656,3.9214,0.0396213,1.36486
8.37685,1.17258,0.600422,2.17983
6.50249,4.17831,0.0306465,0.0522649
6.35221,1.80183,0.327046,0.0704586
6.39207,0.126752,1.44438,-2.48388
5.71381,-1.75414,2.79888,-0.829252
5.58951,-1.64885,2.76169,0.671851
5.11059,-4.67534,3.12295,-3.02656
5.03924,4.54451,0.0212499,-1.06778
5.06187,1.25155,0.557241,-0.933001
5.28803,0.0611764,1.50966,0.939017
4.34611,3.36892,0.0688263,2.99551
4.04732,4.82406,0.0160679,2.56313
3.84521,1.13209,0.62368,1.24921
3.13341,0.3424,1.2349,2.73737
