path,slot,moduleLabel,moduleType,VID,KEY,id,pt,eta,phi,mass
HLT_PFJet260_v6,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_PFJet320_v6,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_Jet370_NoJetID_v14,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_PFJet400_v6,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_DiPFJetAve260_v7,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_DiPFJetAve320_v7,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_DiPFJetAve400_v7,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_FatDiPFJetMass750_DR1p1_Deta1p5_v7,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,7,hltL1sL1DoubleJetC56Eta1p74WdEta4,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,7,hltL1sL1DoubleJetC56Eta1p74WdEta4,HLTLevel1GTSeed,-84,81,0,112,-0.5215,3.14159,0
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,21,hltSingleBJet80Eta1p7L1FastJet,HLT1CaloJet,86,4,0,123.906,-0.900257,0.133894,18.3401
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,21,hltSingleBJet80Eta1p7L1FastJet,HLT1CaloJet,86,5,0,113.548,-0.673779,3.02445,15.6489
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,22,hltDoubleBJet70Eta1p7L1FastJet,HLT1CaloJet,86,4,0,123.906,-0.900257,0.133894,18.3401
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,22,hltDoubleBJet70Eta1p7L1FastJet,HLT1CaloJet,86,5,0,113.548,-0.673779,3.02445,15.6489
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,38,hltBLifetimeL25FilterbbPhiL1FastJetFastPV,HLTCaloJetTag,86,71,0,123.906,-0.900257,0.133894,18.3401
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,38,hltBLifetimeL25FilterbbPhiL1FastJetFastPV,HLTCaloJetTag,86,72,0,113.548,-0.673779,3.02445,15.6489
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,60,hltBLifetimeL3FilterbbPhiL1FastJetFastPV,HLTCaloJetTag,86,71,0,123.906,-0.900257,0.133894,18.3401
HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v5,60,hltBLifetimeL3FilterbbPhiL1FastJetFastPV,HLTCaloJetTag,86,72,0,113.548,-0.673779,3.02445,15.6489
HLT_Jet160Eta2p4_Jet120Eta2p4_DiBTagIP3DFastPVLoose_v5,7,hltL1sL1SingleJet128,HLTLevel1GTSeed,-84,80,0,128,-0.8695,0,0
HLT_QuadJet70_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_QuadJet80_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_QuadJet80_v4,21,hltQuadJet80L1FastJet,HLT1CaloJet,85,4,0,123.906,-0.900257,0.133894,18.3401
HLT_QuadJet80_v4,21,hltQuadJet80L1FastJet,HLT1CaloJet,85,5,0,113.548,-0.673779,3.02445,15.6489
HLT_QuadJet90_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_QuadJet90_v4,21,hltQuadJet90L1FastJet,HLT1CaloJet,85,4,0,123.906,-0.900257,0.133894,18.3401
HLT_QuadJet90_v4,21,hltQuadJet90L1FastJet,HLT1CaloJet,85,5,0,113.548,-0.673779,3.02445,15.6489
HLT_SixJet35_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_SixJet45_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_SixJet45_v4,21,hltExaJet45L1FastJet,HLT1CaloJet,85,4,0,123.906,-0.900257,0.133894,18.3401
HLT_SixJet45_v4,21,hltExaJet45L1FastJet,HLT1CaloJet,85,5,0,113.548,-0.673779,3.02445,15.6489
HLT_SixJet50_v4,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_SixJet50_v4,21,hltExaJet50L1FastJet,HLT1CaloJet,85,4,0,123.906,-0.900257,0.133894,18.3401
HLT_SixJet50_v4,21,hltExaJet50L1FastJet,HLT1CaloJet,85,5,0,113.548,-0.673779,3.02445,15.6489
HLT_EightJet30_eta3p0_v3,7,hltL1sL1HTT150OrHTT175OrHTT200,HLTLevel1GTSeed,-89,85,-89,154,0,0,0
HLT_EightJet30_eta3p0_v3,21,hltEightJet30eta3p0L1FastJet,HLT1CaloJet,85,4,0,123.906,-0.900257,0.133894,18.3401
HLT_EightJet30_eta3p0_v3,21,hltEightJet30eta3p0L1FastJet,HLT1CaloJet,85,5,0,113.548,-0.673779,3.02445,15.6489
