pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
5.68613,-0.320846,-0.462161,1,0.000676887,0.000557878,-0.0186329,5.0896,-2.53535,-1.85583
10.1604,-1.55271,-0.268156,-1,0.00319997,0.0118853,0.0330583,9.79728,-2.69204,-22.9247
