pos_x,pos_y,pos_z
-0.0479926,-0.00570378,-0.0398535
-0.0592411,-0.00713173,-0.0474063
-0.070494,-0.0085163,-0.0549584
-0.0817512,-0.00985747,-0.0625099
-0.0930127,-0.0111553,-0.0700608
-0.104278,-0.0124096,-0.0776113
-0.115548,-0.0136206,-0.0851614
-0.126822,-0.0147881,-0.092711
-0.138101,-0.0159122,-0.10026
-0.149383,-0.0169928,-0.107809
-0.160669,-0.0180297,-0.115358
-0.17196,-0.0190232,-0.122906
-0.183254,-0.0199734,-0.130455
-0.194553,-0.0208803,-0.138003
-0.205855,-0.0217438,-0.145552
-0.21716,-0.0225639,-0.153101
-0.228469,-0.0233406,-0.160651
-0.239782,-0.0240738,-0.168201
-0.251099,-0.0247636,-0.175752
-0.262418,-0.0254099,-0.183303
-0.273742,-0.0260127,-0.190855
