energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
132.375,1.32291,-0.426595,0.303823,0.216875,-0.311939,undefined,0.0129404,0.0375866,132.612,0
78.6414,-1.3514,0.29803,-0.944666,-0.638375,2.92453,undefined,0.0151881,0.0443806,78.9522,0
21.7852,1.33533,0.340143,0.0542753,0.0393777,0.249422,undefined,0.0131158,0.0481662,21.586,0
11.0718,1.32763,-0.325943,0.419422,0.302186,-0.240746,undefined,0.0230625,0.0229701,10.9815,0
14.5428,-1.25172,-0.481496,-2.33926,-1.32303,-2.77437,undefined,0.0109333,0.0444546,13.7332,0
6.45311,1.19795,0.648636,0.411611,0.297731,0.49626,undefined,0.0185243,0.0801548,6.28358,0
4.84582,1.30135,-0.401351,0.3609,0.262003,-0.299156,undefined,0.00953675,0.0435625,4.85213,0
2.64729,1.35884,-0.122353,-0.581677,-0.414383,-0.0898001,undefined,0.002727,0.00928936,2.65219,0
1.66038,1.25943,0.477191,0.264519,0.195164,0.362181,undefined,0.0171898,0.117364,1.66882,0
1.30613,-0.931515,-0.986952,0.585966,0.419368,-2.32731,undefined,0.00579587,0.00228836,1.31542,0
