isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000718087,0.000639485,0.0157393,1.26052e-05,1.47751e-05,2.32991e-05,67.7369,89.882
1,0,0.000704064,0.000611634,-0.032176,2.64486e-05,2.49798e-05,2.90729e-05,56.1267,98.7794
1,0,0.000735049,0.000637245,-0.00109565,5.44012e-05,5.66564e-05,9.80932e-05,17.8798,23.9482
1,0,0.000682615,0.000586047,-0.0657486,6.59902e-05,6.34116e-05,0.00011915,14.6831,17.836
1,0,0.000706581,0.000647684,0.00991946,7.27461e-05,5.82287e-05,6.26302e-05,9.32405,20.4242
1,0,0.000790505,0.000682508,0.000349342,0.00012756,0.000119302,0.000244854,8.90223,12.4922
1,0,0.000804996,0.000479694,-0.0217686,0.000123241,0.000115388,0.000106781,2.59467,4.78315
1,0,0.000776249,0.00039035,-0.0142904,0.000187462,0.000127349,0.000237343,5.20435,12.7295
1,0,0.000773451,0.000645093,0.0224603,0.000448227,0.000185138,0.00126673,5.68973,2.70381
