energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
78.5637,0.499452,-1.25139,2.77334,1.46942,-1.19105,undefined,0.0122652,0.0477551,75.1921,0
25.5474,-0.840336,1.08749,-1.07915,-0.721084,2.22869,undefined,0.0187928,0.0415927,25.1732,0
22.059,0.484328,-1.24186,2.50664,1.38888,-1.19894,undefined,0.016645,0.106856,20.4442,0
7.12353,0.590667,-1.20363,2.61545,1.42138,-1.11459,undefined,0.00804974,0.0542377,6.85551,0
2.5016,0.802799,1.09901,-0.171201,-0.125462,0.939908,undefined,0.00791273,0.00936113,2.49572,0
