energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
56.034,-0.101745,1.35769,-1.09158,-0.734032,1.6456,undefined,0.0179031,0.0619399,55.7899,0
13.1594,0.508601,-1.27128,0.19015,0.13843,-1.19023,undefined,0.0133054,0.0657778,13.0266,0
11.8255,0.658723,-1.19065,-0.0218419,-0.016051,-1.06546,undefined,0.019018,0.105469,11.6613,0
10.0942,0.595084,-1.22672,0.0885294,0.0648852,-1.11914,undefined,0.0135288,0.0904206,9.87654,0
8.37602,0.398912,-1.31297,0.279113,0.202024,-1.27584,undefined,0.0133294,0.0124406,8.23225,0
9.04457,-0.163797,1.35302,-0.761618,-0.533195,1.69127,undefined,0.0125735,0.0132455,8.74859,0
3.50079,-0.000317869,1.35352,-0.917453,-0.634407,1.57103,undefined,0.0124078,0.013699,3.37478,0
4.06202,-0.225485,1.32786,-1.1818,-0.792005,1.739,undefined,0.0106081,0.00623291,3.59217,0
1.99178,0.860085,-1.05815,0.141955,0.103916,-0.888288,undefined,0.00817189,0.00906526,1.99646,0
8.08772,-1.30937,-0.412542,0.43802,0.313886,-2.83637,undefined,0.014177,0.0137337,7.93053,0
