et,eta,theta,phi
147.783,0.080532,1.49035,-1.1452
115.645,-0.656574,2.18472,1.70558
49.8193,0.463777,1.1228,-2.95894
16.6905,-1.8424,2.82733,0.221897
14.3115,-3.11308,3.05272,-2.62743
14.3851,1.01409,0.695945,-2.166
13.0409,-3.43712,3.0773,0.779208
12.7746,-3.87026,3.09989,2.23294
13.2467,-0.867914,2.34663,-2.04797
11.4524,3.30924,0.0730555,1.19897
11.0084,0.8425,0.813264,2.49496
9.92782,0.441454,1.14302,0.79684
9.38555,-0.344935,1.90909,-0.0266099
8.62591,-1.60964,2.74688,2.35002
8.33282,-2.5886,2.99162,-0.644359
8.03718,1.14065,0.6187,-0.12637
6.92058,-1.23284,2.57438,0.915433
6.18349,3.37399,0.0684786,-1.01129
5.78103,-1.9276,2.85263,-2.52987
5.74854,-2.64727,3.00014,2.48314
5.67394,-4.3681,3.11624,-2.22611
5.24514,1.9984,0.269463,-0.975018
5.18919,4.14352,0.0317312,2.53792
5.12894,-2.61343,2.99529,-1.55947
5.04218,-0.276799,1.84413,-2.7701
4.70534,4.55651,0.0209964,1.04014
4.56387,-4.43918,3.11798,-0.401292
4.55233,-1.62707,2.75353,-1.09244
4.29365,2.13139,0.236239,-2.77323
4.27481,2.27105,0.20568,1.73052
4.24639,2.98616,0.100876,0.129553
4.23292,3.2124,0.0804765,2.15583
4.23874,1.62913,0.387284,1.00583
4.18828,4.2937,0.0273069,-1.73846
3.96402,3.24952,0.0775467,-2.21506
3.84219,-2.69002,3.00604,1.58662
3.55355,4.39102,0.0247748,0.0649114
3.20874,-4.33534,3.1154,0.419662
3.15893,3.04307,0.0953045,2.95754
