et,eta,theta,phi
18.012,0.035656,1.53515,-0.486157
12.8197,1.5005,0.438856,-2.17123
11.0403,-2.7004,3.00744,2.88562
10.6488,2.82642,0.11831,-1.50069
10.3782,2.75427,0.127139,0.553332
10.2002,-2.70609,3.0082,1.47577
9.21122,2.68287,0.136522,2.27791
8.48178,-2.77808,3.01744,-1.17638
7.95913,0.808831,0.838008,0.769932
6.90126,-2.83457,3.02424,-2.2962
7.26915,0.0990681,1.47189,-2.97855
6.74449,-1.39181,2.65422,-0.62026
6.07234,2.72844,0.130456,1.46686
6.12508,0.825969,0.825342,2.48987
5.75499,2.54224,0.157056,-0.62322
5.73504,-2.7948,3.01949,0.534367
5.53329,2.36882,0.186639,-2.46439
5.50307,-1.96875,2.86412,2.30133
5.46123,-2.6124,2.99514,-0.1995
5.27686,-0.527227,2.07517,0.278932
4.61696,1.52782,0.427388,-0.512213
4.44075,-1.92325,2.85138,1.21432
4.12466,1.68351,0.367257,1.67823
4.00614,-0.898997,2.36858,2.4901
3.45671,-0.387754,1.94918,1.31734
