pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000703559,0.000671836,0.0925784,-0.70393,-0.0783391,0.705936,0.955687,-3.03076,0.879036,1,22.0646,18
0.000697406,0.000707617,0.0282958,-0.977213,-0.0636271,-0.202502,5.80613,-3.07657,-0.20534,-1,0.606063,1
0.000701949,0.000641561,0.0336614,-0.674278,-0.0764389,0.734511,1.2048,-3.02871,0.938453,1,6.86594,8
0.000703338,0.000583146,-0.0328799,-0.732788,-0.0877424,-0.674776,1.69477,-3.02242,-0.81946,1,7.35008,15
0.000708259,0.000574762,-0.0493874,-0.682888,-0.136056,-0.717741,0.892679,-2.94493,-0.902971,1,27.6521,13
0.000722825,0.000562073,0.0925526,-0.977185,-0.205066,0.055294,0.844587,-2.93474,0.0553504,1,15.1697,18
0.000685372,0.000706343,0.028442,-0.972086,-0.233779,0.0199199,1.00465,-2.90558,0.0199225,1,12.8319,15
0.000689779,0.000672472,-0.00687891,-0.69192,-0.187422,0.697223,0.780662,-2.87707,0.861876,1,16.7228,17
0.00072643,0.000511464,-0.049423,-0.971905,-0.235267,-0.00710281,1.1285,-2.90409,-0.00710293,-1,1.98151,7
0.000706295,0.000609387,-0.042611,-0.323345,-0.109418,0.939934,1.39458,-2.81529,1.73748,1,29.1275,43
0.000752421,0.000527637,0.0313337,-0.361965,-0.16606,0.917281,0.948872,-2.71147,1.57161,1,32.7506,37
0.000461823,0.00122068,-0.0122489,-0.521727,-0.212199,-0.826301,1.03595,-2.7553,-1.17636,-1,4.10642,7
0.000659458,0.000712066,0.0924471,-0.727397,-0.448547,0.519325,0.905327,-2.58902,0.575416,1,0.299366,1
0.000755443,0.00054459,-2.4012e-05,-0.703005,-0.418178,-0.575249,1.07298,-2.60497,-0.655332,-1,12.5596,12
0.000703243,0.000630464,-0.0328276,-0.725404,-0.488126,-0.485306,1.2037,-2.54929,-0.529901,-1,11.5173,13
0.000744125,0.000590385,-0.0288184,-0.528136,-0.500374,0.686074,0.777184,-2.38318,0.8405,1,5.4085,14
0.000640588,0.000703911,-0.0380235,-0.415738,-0.365,-0.833029,1.02427,-2.42109,-1.19795,-1,18.7368,19
0.000712325,0.000622498,-0.0295135,-0.279678,-0.243582,-0.928681,0.938187,-2.42507,-1.64871,-1,36.9258,43
0.000624425,0.000717075,0.0925779,-0.666973,-0.666658,-0.332737,4.18846,-2.35643,-0.345903,1,2.52264,3
0.000571346,0.000775424,-0.0664417,-0.353716,-0.324678,0.877194,1.02808,-2.39897,1.36346,-1,19.1643,25
0.00036637,0.00100067,-0.00845471,-0.326941,-0.30043,-0.89602,0.853003,-2.39843,-1.45166,-1,4.42156,5
0.000618773,0.000728015,0.0334411,-0.535712,-0.492149,0.68615,0.827473,-2.39855,0.840643,-1,7.11819,18
0.000813691,0.000544924,0.0928078,-0.481778,-0.574962,0.661293,0.859695,-2.26824,0.795108,1,11.4162,17
0.000656019,0.000676582,-0.0289105,-0.589626,-0.663311,-0.460825,2.07778,-2.29745,-0.498358,-1,0.433632,3
0.000717129,0.000625271,-0.00701213,-0.561576,-0.743437,0.363228,2.02882,-2.21773,0.380599,1,23.4141,16
0.000710136,0.000630061,-0.00785243,-0.402679,-0.504552,-0.763725,2.61602,-2.24437,-1.00509,-1,4.36491,5
0.00070331,0.000635192,-0.032842,-0.462711,-0.592659,-0.659283,1.53715,-2.23368,-0.791544,-1,7.3962,12
0.000733225,0.000619072,-0.0330067,-0.378206,-0.64764,-0.661455,1.01977,-2.09935,-0.795395,1,4.39063,15
0.000791488,0.000594354,-0.0328396,-0.347239,-0.71436,-0.607548,0.849285,-2.02325,-0.705026,1,6.61057,8
0.00062494,0.000676661,-0.0329704,-0.382123,-0.756427,-0.530848,1.30674,-2.03857,-0.591326,1,1.15421,3
0.000672457,0.000649912,-0.0326837,-0.261971,-0.670199,-0.694409,0.799689,-1.94342,-0.856422,1,11.4157,11
0.000656124,0.000654309,0.0926156,-0.182504,-0.456565,-0.87077,1.15462,-1.95107,-1.33626,1,11.4205,20
0.00061792,0.000679034,-0.0327144,-0.439,-0.895557,-0.072509,1.19764,-2.02657,-0.0726365,-1,6.88567,12
0.000852211,0.000566492,-0.0223958,-0.41709,-0.878884,0.231514,1.22643,-2.01389,0.235789,-1,1.08825,2
0.000673789,0.000651162,-0.0661482,-0.340977,-0.761711,0.550936,1.08713,-1.99169,0.619724,-1,21.0901,14
0.00075103,0.000628187,-0.0289984,-0.19253,-0.859954,-0.472663,1.27111,-1.79105,-0.513494,1,23.6297,14
