pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
42.2874,-0.58839,1.72739,-1,0.00073147,0.000648768,-0.00713053,-6.59511,41.7699,-26.3422
42.3812,-1.43623,-1.38552,1,0.000601085,0.000628649,-0.00710059,7.80754,-41.6558,-84.0631
