et,eta,theta,phi
61.4266,-1.51422,2.70853,-1.33126
50.6595,-0.662676,2.1897,1.72664
20.7667,1.05235,0.671775,-1.45699
15.2811,1.44686,0.462206,2.09367
13.9327,2.49649,0.164376,1.98318
13.9272,1.83003,0.318106,-2.94548
13.7052,-3.69497,3.09191,-1.52655
13.4618,2.87392,0.112835,3.09553
12.4025,-1.96277,2.86248,0.471092
12.1586,3.51277,0.059611,-1.89516
12.1049,1.82966,0.318223,-0.722586
12.2757,-0.483263,2.03628,-0.647847
11.6907,-1.78522,2.80917,2.54855
10.3119,3.00172,0.099321,0.585076
10.2047,-3.13419,3.05458,1.73626
10.187,-2.88102,3.02956,3.03469
9.98708,-0.303255,1.86951,2.66041
9.21302,-3.98376,3.10437,-2.57262
9.06579,2.4761,0.167747,-1.35061
9.02135,3.69335,0.0497665,-0.42267
8.50873,4.14155,0.0317936,1.28012
7.51147,1.28575,0.539416,0.520665
7.68888,-0.694731,2.21556,0.553743
7.09454,3.42822,0.0648666,1.96849
6.67034,-4.17057,3.11071,0.450613
5.58727,-3.38269,3.07371,-0.32813
5.75903,-0.556698,2.10079,-2.88054
4.94921,-2.89884,3.03153,-1.29428
5.04005,0.305791,1.26966,1.38478
4.5699,4.61921,0.0197206,0.325981
4.21649,0.638973,0.971332,-0.550418
3.98495,-4.60122,3.12151,2.20537
3.87471,0.655067,0.958105,-2.60496
3.65284,4.19715,0.0300745,3.06382
3.86975,0.698654,0.922897,2.65311
3.52415,-1.43845,2.67562,-0.242257
3.39561,-4.67762,3.12299,-1.4386
3.40452,1.64034,0.383075,-2.09979
