detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838878316,1,-0.179765,1.28047,-0.824932,-0.180717,1.29124,-0.805196,-0.158803,1.29278,-0.805196,-0.158042,1.282,-0.824932,-0.197322,1.47982,-0.938397,-0.198419,1.49222,-0.915665,-0.173019,1.49402,-0.915665,-0.172142,1.4816,-0.938397
838877804,1,-0.179765,1.28047,-0.798841,-0.180697,1.29094,-0.778947,-0.158782,1.29249,-0.778947,-0.158042,1.282,-0.798841,-0.197439,1.48148,-0.909329,-0.198512,1.49354,-0.886415,-0.173112,1.49533,-0.886414,-0.172259,1.48325,-0.909329
838878828,1,-0.179765,1.28047,-0.851239,-0.180738,1.29153,-0.831665,-0.158824,1.29307,-0.831665,-0.158042,1.282,-0.851239,-0.197202,1.47812,-0.967656,-0.198322,1.49086,-0.945111,-0.172923,1.49265,-0.94511,-0.172022,1.4799,-0.967656
838879340,1,-0.179766,1.28047,-0.877931,-0.180789,1.29188,-0.858414,-0.15885,1.29343,-0.858414,-0.158043,1.282,-0.877931,-0.196934,1.47647,-0.997136,-0.198104,1.48952,-0.974811,-0.172829,1.49131,-0.974811,-0.171906,1.47824,-0.997136
838877292,1,-0.179765,1.28047,-0.772956,-0.180676,1.29065,-0.752908,-0.158762,1.2922,-0.752908,-0.158042,1.282,-0.772956,-0.197553,1.48309,-0.880443,-0.198601,1.49481,-0.857352,-0.173202,1.4966,-0.857352,-0.172373,1.48486,-0.880443
838878317,1,-0.201762,1.27585,-0.824932,-0.2029,1.2866,-0.805196,-0.181053,1.28891,-0.805196,-0.180105,1.27814,-0.824932,-0.222825,1.47483,-0.938397,-0.224135,1.48721,-0.915665,-0.198814,1.48989,-0.915665,-0.197723,1.47749,-0.938397
838877805,1,-0.201762,1.27585,-0.798841,-0.202869,1.28631,-0.778947,-0.181022,1.28862,-0.778947,-0.180105,1.27814,-0.798841,-0.223,1.47648,-0.909329,-0.224274,1.48852,-0.886414,-0.198953,1.4912,-0.886414,-0.197897,1.47914,-0.909329
838878829,1,-0.201762,1.27585,-0.851239,-0.20293,1.28689,-0.831665,-0.181084,1.2892,-0.831665,-0.180105,1.27814,-0.851239,-0.222646,1.47314,-0.967656,-0.223991,1.48585,-0.945111,-0.19867,1.48853,-0.94511,-0.197543,1.4758,-0.967656
838879341,1,-0.201761,1.27585,-0.877931,-0.202967,1.28724,-0.858414,-0.181095,1.28955,-0.858414,-0.180104,1.27814,-0.877931,-0.222469,1.47148,-0.997136,-0.223848,1.48451,-0.974812,-0.198651,1.48718,-0.974811,-0.197518,1.47412,-0.997136
838877293,1,-0.201762,1.27585,-0.772956,-0.202838,1.28601,-0.752908,-0.180991,1.28832,-0.752908,-0.180105,1.27814,-0.772956,-0.22317,1.47809,-0.880443,-0.224409,1.48979,-0.857352,-0.199087,1.49247,-0.857352,-0.198067,1.48074,-0.880443
838878318,1,-0.223843,1.27351,-0.824932,-0.22517,1.28424,-0.805196,-0.203323,1.28655,-0.805196,-0.202186,1.2758,-0.824932,-0.248351,1.47213,-0.938397,-0.24988,1.48449,-0.915665,-0.224559,1.48717,-0.915665,-0.223249,1.47479,-0.938397
838877806,1,-0.223843,1.27351,-0.798841,-0.225139,1.28395,-0.778947,-0.203292,1.28626,-0.778947,-0.202186,1.2758,-0.798841,-0.248526,1.47378,-0.909329,-0.250019,1.4858,-0.886414,-0.224698,1.48848,-0.886414,-0.223423,1.47644,-0.909329
838878830,1,-0.223843,1.27351,-0.851239,-0.225201,1.28453,-0.831665,-0.203354,1.28684,-0.831665,-0.202186,1.2758,-0.851239,-0.248172,1.47044,-0.967656,-0.249736,1.48313,-0.945111,-0.224415,1.48581,-0.945111,-0.223069,1.47309,-0.967656
838879342,1,-0.223844,1.27351,-0.877931,-0.225264,1.28488,-0.858414,-0.203392,1.28719,-0.858414,-0.202187,1.2758,-0.877931,-0.247846,1.4688,-0.997136,-0.249471,1.4818,-0.974811,-0.224274,1.48446,-0.974811,-0.222895,1.47144,-0.997136
838877294,1,-0.223843,1.27351,-0.772956,-0.225108,1.28365,-0.752908,-0.203261,1.28597,-0.752908,-0.202186,1.2758,-0.772956,-0.248696,1.47539,-0.880443,-0.250153,1.48707,-0.857352,-0.224832,1.48975,-0.857352,-0.223593,1.47804,-0.880443
838878319,1,-0.245665,1.26813,-0.824932,-0.247177,1.27883,-0.805196,-0.225424,1.2819,-0.805196,-0.224101,1.27118,-0.824932,-0.273664,1.46625,-0.938397,-0.275406,1.47858,-0.915665,-0.250194,1.48214,-0.915665,-0.24867,1.46979,-0.938397
838877807,1,-0.245665,1.26813,-0.798841,-0.247136,1.27854,-0.778947,-0.225383,1.28161,-0.778947,-0.224101,1.27118,-0.798841,-0.273896,1.4679,-0.909329,-0.275591,1.47989,-0.886415,-0.250379,1.48345,-0.886414,-0.248902,1.47143,-0.909329
838878831,1,-0.245665,1.26813,-0.851239,-0.247218,1.27912,-0.831665,-0.225465,1.28219,-0.831665,-0.224101,1.27118,-0.851239,-0.273426,1.46457,-0.967656,-0.275215,1.47722,-0.945111,-0.250003,1.48079,-0.945111,-0.248432,1.4681,-0.967656
838879343,1,-0.245664,1.26813,-0.877931,-0.247266,1.27947,-0.858414,-0.225489,1.28255,-0.858414,-0.2241,1.27118,-0.877931,-0.273192,1.46292,-0.997136,-0.275025,1.47589,-0.974811,-0.249936,1.47943,-0.974811,-0.248348,1.46643,-0.997136
838877295,1,-0.245665,1.26813,-0.772956,-0.247095,1.27825,-0.752908,-0.225342,1.28132,-0.752908,-0.224101,1.27118,-0.772956,-0.274122,1.46949,-0.880443,-0.275769,1.48115,-0.857352,-0.250557,1.48471,-0.857352,-0.249128,1.47303,-0.880443
838878320,1,-0.26765,1.26502,-0.824932,-0.269351,1.2757,-0.805196,-0.247599,1.27877,-0.805196,-0.246086,1.26807,-0.824932,-0.29908,1.46266,-0.938397,-0.30104,1.47496,-0.915665,-0.275828,1.47852,-0.915665,-0.274086,1.46619,-0.938397
838877808,1,-0.26765,1.26502,-0.798841,-0.26931,1.27541,-0.778947,-0.247558,1.27848,-0.778947,-0.246086,1.26807,-0.798841,-0.299313,1.4643,-0.909329,-0.301225,1.47626,-0.886414,-0.276013,1.47983,-0.886414,-0.274318,1.46784,-0.909329
838878832,1,-0.26765,1.26502,-0.851239,-0.269392,1.27598,-0.831665,-0.24764,1.27906,-0.831665,-0.246086,1.26807,-0.851239,-0.298842,1.46098,-0.967656,-0.300849,1.4736,-0.945111,-0.275637,1.47717,-0.945111,-0.273848,1.46451,-0.967656
838879344,1,-0.267651,1.26502,-0.877931,-0.269467,1.27633,-0.858414,-0.24769,1.27941,-0.858414,-0.246087,1.26807,-0.877931,-0.298459,1.45935,-0.997136,-0.300537,1.47228,-0.974811,-0.275449,1.47583,-0.974811,-0.273616,1.46286,-0.997136
