pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000739585,0.000310769,-0.023024,-0.490563,-0.0306271,-0.870867,0.759497,-3.07924,-1.33666,-1,0.0255107,1
0.000739727,0.000583398,0.0663477,-0.742789,-0.29187,-0.602558,1.38353,-2.76719,-0.697153,1,25.4275,18
0.000679893,0.000712568,-0.0458756,-0.256201,-0.110752,0.960258,1.28451,-2.73357,1.94921,-1,26.7337,21
0.000783731,0.000497025,-0.0128144,-0.333733,-0.168627,-0.927463,1.67723,-2.67373,-1.63993,1,35.6461,33
0.000732232,0.000607579,0.0663781,-0.552613,-0.330697,0.765022,0.85275,-2.60233,1.00821,-1,19.0519,15
0.000719035,0.00062381,-0.0160297,-0.575539,-0.41073,-0.707146,1.65867,-2.52177,-0.881452,-1,7.49267,13
0.000618656,0.000742723,0.066162,-0.379943,-0.326563,0.865448,0.96643,-2.43161,1.31465,1,11.6179,13
0.000735666,0.000602048,-0.0130987,-0.604966,-0.462911,-0.647866,0.840711,-2.48844,-0.771612,-1,13.461,19
0.000718706,0.000623456,-0.0161865,-0.455918,-0.467585,-0.7573,2.49966,-2.34356,-0.989853,-1,3.508,6
0.000674267,0.000659106,0.0523062,-0.294483,-0.366913,-0.882414,0.75236,-2.24712,-1.38657,1,4.49656,7
0.000208353,0.000818699,0.0408311,-0.334504,-0.863397,0.377694,0.990338,-1.94042,0.397367,-1,15.1986,14
0.000573472,0.000651646,0.0411879,-0.142423,-0.652759,0.744058,1.67902,-1.78562,0.959509,-1,6.29751,9
0.000708581,0.000619182,0.0664816,-0.0992704,-0.966472,-0.236807,2.49977,-1.67315,-0.241389,1,8.20486,14
0.000748025,0.000616991,0.0409783,-0.0499716,-0.699905,0.712485,18.8763,-1.64207,0.892214,-1,13.1443,14
0.000525371,0.000614129,0.0518187,0.0141738,-0.710085,0.703973,0.937862,-1.55084,0.875134,1,2.73537,9
0.000763803,0.000618769,0.0410081,0.00182027,-0.65395,0.756535,5.16363,-1.56801,0.988063,1,17.665,17
0.000654485,0.000619191,-0.0160123,0.0173484,-0.478633,-0.877843,1.97572,-1.53457,-1.36629,1,24.0484,23
0.000672632,0.000613775,0.0410365,0.0694569,-0.738193,0.671004,0.740156,-1.47698,0.812568,1,13.4593,13
