et,eta,theta,phi
137.582,0.559049,1.03878,2.25741
76.38,0.982934,0.716158,-1.64451
63.2577,3.59831,0.0547264,0.198758
27.9395,1.71999,0.354378,1.35591
23.7557,2.90845,0.109012,2.67815
21.0506,-1.57843,2.7347,2.05665
20.1644,-1.13418,2.51913,-0.537073
19.052,-3.97609,3.10408,-0.18228
17.7813,-1.02011,2.4495,-2.39483
17.0339,2.84294,0.116377,0.700665
16.6786,-3.06463,3.04832,-2.98359
15.7069,-0.321789,1.88717,-1.30429
15.9489,-0.0826058,1.65331,0.541259
13.6855,3.12653,0.087683,-1.8593
13.4509,4.40192,0.0245063,-0.916
13.4253,1.02649,0.68803,-3.04851
13.6257,-0.401781,1.96218,2.98724
12.2501,-3.97253,3.10395,-1.81813
12.6972,0.963015,0.729334,-0.705068
11.218,3.2676,0.0761584,-0.728919
11.1691,2.12992,0.236584,-1.74994
10.9932,-2.3279,2.94721,-2.06055
10.9405,4.71428,0.0179321,-1.82654
10.5703,1.77258,0.336574,2.3358
10.176,-4.43715,3.11793,0.992084
10.4327,-1.3276,2.62329,0.862144
10.1128,3.99303,0.0368832,1.21018
10.3526,1.02499,0.688983,0.476188
9.62343,-4.30645,3.11463,2.68907
8.55077,-1.67055,2.76965,-1.347
8.421,-2.91959,3.03379,-0.501402
8.11145,-3.2115,3.06104,2.16929
7.62209,-1.74984,2.79743,-2.80227
6.96193,4.25137,0.0284876,-2.85057
6.74135,-2.01778,2.87724,-0.0477117
6.49934,4.78338,0.0167349,0.390132
6.49206,2.72251,0.131231,1.69704
6.17862,1.89146,0.299444,0.0758739
5.74755,4.06896,0.0341868,2.25518
4.90648,-3.1986,3.06,1.04461
4.81082,-4.89259,3.12659,-1.45121
4.73631,4.92352,0.0145467,2.78148
4.63622,2.13015,0.236531,-2.71299
4.10822,-2.28264,2.93827,2.54131
3.88509,3.08764,0.0911555,-2.71313
3.51587,-4.9891,3.12797,1.88403
3.38887,-2.94553,3.03654,-1.71297
3.38997,-0.0675979,1.63834,-0.248773
3.38283,-0.37774,1.93986,1.82872
