energy,et,eta,phi,pos_x,pos_y,pos_z,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03
109.26,48.8952,1.44288,-0.611202,0.000703995,0.000635319,0.076625,0.0558328,0.0558328,0,73.901,103.011,76.8556,104.567,39.4327,0.00824902,0.00841581,0.706734,0.985122,0.721443,3.54214,5.71633,4.78046,0.935863,0,0,0,0,1.77528,2.31613,2.00794,0.308187,0,0,0,0
20.1698,14.6609,0.841811,2.03454,0.000703995,0.000635319,0.076625,0,0,0,16.1361,19.1512,19.2718,20.1631,14.3497,0.0100572,0.0102635,0.800282,0.949818,0.942878,7.05598,2.67305,2.67305,0,0,0,0,0,3.94311,2.67305,2.67305,0,0,0,0,0
