et,eta,theta,phi
85.3607,0.796714,0.847051,2.47527
76.9239,1.45738,0.457538,-0.612743
35.0666,2.53928,0.157519,-2.70508
35.423,-0.057254,1.62802,-1.8692
31.754,0.780889,0.858972,1.43067
32.5271,0.321501,1.2547,0.144522
27.3121,-1.79384,2.81197,-1.04253
27.2116,2.07625,0.249498,0.855934
26.4795,3.25524,0.0771049,-1.10244
27.343,-1.06071,2.475,0.219968
25.8614,3.34692,0.0703564,0.0709386
24.4565,-2.61937,2.99615,2.41795
25.28,-1.1479,2.52708,-2.62933
21.958,-1.27218,2.59517,2.38128
20.0062,-2.95227,3.03725,-0.38294
19.0863,-3.82575,3.098,2.33193
19.1637,1.19598,0.587328,-2.47512
18.0411,-4.10617,3.10865,1.21426
19.8804,-0.0631123,1.63387,3.05404
16.092,-2.73549,3.01205,0.889082
15.6671,3.51485,0.0594869,-2.17284
15.6651,3.15151,0.0855227,1.39487
14.5833,-3.00392,3.04249,-2.64739
14.4752,-0.878829,2.35439,1.40974
13.6524,3.19401,0.0819684,2.57016
13.5523,4.22081,0.0293713,-0.771204
13.4712,-4.23481,3.11263,-0.128261
12.887,-1.97298,2.86528,-2.08172
12.5116,-3.84768,3.09894,-1.32659
11.9198,-0.93043,2.39028,-1.36128
11.2927,4.20253,0.0299131,1.50254
11.8038,0.878074,0.787734,-1.2688
11.0353,1.86696,0.306757,2.02823
10.5316,3.81916,0.0438854,-3.01829
9.98822,-4.10323,3.10856,-2.81678
9.87095,4.34342,0.0259827,0.430153
9.51498,-4.70675,3.12352,2.58597
8.68974,-1.96499,2.86309,1.36442
8.44112,4.60866,0.0199297,-1.88475
7.20675,4.78526,0.0167034,3.08042
6.44639,2.31978,0.195962,-0.29043
5.88967,-0.732465,2.24538,-0.518297
5.10978,-1.88253,2.8395,-0.0206143
5.09706,2.12582,0.237547,2.94289
5.04614,-4.86486,3.12617,-0.945215
5.02252,-2.80829,3.02112,-1.55309
4.64507,-3.15829,3.05665,1.56743
4.65482,-1.87048,2.8359,-3.09102
4.16681,1.94549,0.28391,-1.95607
3.40667,4.88617,0.0151003,1.8663
3.39704,4.99316,0.0135682,-0.180056
3.55414,-0.146413,1.71669,1.97879
3.08385,-4.68384,3.12311,1.72876
3.13026,1.21284,0.57805,0.498471
