eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-1.60259,2.91283,1.43115,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-1.0143,1.33649,2.79524,-1,1.08205,1.19974,0.902739,0.78982,1.04121,1.04121,1.04121,0.392482,,-999,0,0,,,1
-1.10318,-1.83978,2.77992,1,2.62964,0,0.953366,0.53061,1.1925,0.553,0,1.08389,,-999,0,0,,,1
1.85636,-3.11583,6.80792,-1,0.850341,2.56749,3.32068,0.419886,3.62642,1.85268,1.14087,2.62481,,-999,0,0,,,1
0.772697,-0.857864,0.747817,1,2.07875,3.24749,2.44333,0.501603,5.02841,4.2644,0.764006,0,,-999,0,0,,,1
-0.716692,0.857863,7.02719,-1,4.47643,1.74601,0,1,0,0,0,1.25278,,0.580399,1,0,,,1
0.316542,-2.49527,13.5693,-1,3.95072,3.16117,3.22876,0.655844,0.551769,0.243205,0.243205,1.0293,,-999,0,0,,,1
-1.16294,1.8945,15.0174,1,4.36487,10.4921,3.50598,0.823764,0.50166,0.350192,0.50166,2.13712,,-999,0,0,,,1
0.235923,1.62686,16.8143,-1,10.3676,5.8865,1.19035,0.961864,0.325273,0.325273,0,6.5761,,-999,0,0,,,1
1.31361,-0.330988,65.1246,-1,37.6871,14.8091,6.23759,0.846703,2.87337,0.848387,0.530998,14.2773,,-999,0,0,,,1
2.07166,-0.450542,3.74317,1,0,0.648225,2.3177,0.618563,1.47513,1.47513,1.47513,2.39218,,-999,0,0,,,1
-0.263442,-2.90313,1.97181,1,0,0.785391,0.0877067,0.855518,0.485412,0.485412,0.485412,0,,-999,0,0,,,1
-0.293423,0.238331,3.08397,1,0,1.09335,1.22349,0.620093,2.48934,1.48934,1,0,,-999,0,0,,,1
0.941915,3.04776,3.89448,-1,2.01987,0,6.50247,0.291003,5.77677,4.72406,0,2.37103,,-999,0,0,,,1
-0.329465,-2.02635,2.86152,1,0,2.33416,0.802407,0.798678,1.75598,1.26799,0.487985,0,,-999,0,0,,,1
-0.822268,-1.11131,5.56791,1,0.648076,2.17905,2.1105,0.608759,0.971131,0.669764,0.669764,0.827053,,-999,0,0,,,1
-0.00919599,2.62812,6.01811,-1,2.72792,1.64537,0,1,0,0,0,1.51595,,-999,0,0,,,1
-0.932731,2.78331,4.08232,1,6.2108,0,0,1,0,0,0,2.27725,,-999,0,0,,,1
2.50145,-2.71251,44.9503,1,0,6.26095,41.8793,0.497801,77.5236,67.8139,1.03914,3.76388,,-999,0,0,,,1
2.74723,-0.17377,24.5647,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.23234,0.982172,11.5898,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.15438,-2.42096,9.64262,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.7424,-1.298,11.6173,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.99356,0.601691,13.2981,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.8744,2.16989,13.466,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.32287,0.406704,34.6202,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.92088,-1.133,14.0915,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.12356,0.109585,15.2533,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.90179,-1.27507,17.5818,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.85753,2.32744,6.13433,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.52011,1.8136,4.73155,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.59743,-0.552485,7.80178,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.31832,-2.11911,5.44542,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.49684,-0.0265774,5.50935,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.94004,-1.05811,3.98755,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.30468,-2.4053,5.60539,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.78088,-2.78964,7.5886,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.93191,-2.81177,5.75317,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.56013,-1.38527,5.20371,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.50908,1.31447,6.20383,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.84302,-1.90387,6.25265,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.4577,0.823234,6.32457,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.42254,2.75142,6.3907,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.13543,1.01848,4.14921,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.52359,-1.79773,6.54144,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.90248,2.41608,4.4069,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.06699,0.764852,6.52683,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.95393,1.07531,3.15576,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.14294,-0.900412,10.7958,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.93101,2.91527,10.4854,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.39609,1.83047,5.13548,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.11788,3.04602,9.84761,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.07575,2.05326,9.68821,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.76778,-0.195128,3.01952,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.6472,0.0443709,9.33288,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.79669,2.62488,9.29545,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.46028,-0.349275,3.34033,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.35871,-3.01856,5.15386,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.11747,0.105855,8.67059,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.34638,-2.46102,8.61499,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.76098,-2.00078,3.58076,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.71204,1.60205,8.51577,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.78384,-2.44493,8.21469,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.61309,-1.95407,8.05346,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.153039,-1.36879,4.15616,1,0,0,0,1,0,0,0,0,,-999,0,0,,,1
-2.6981,1.33084,2.14146,-1,0,0,2.83514,0.128535,6.97647,3.26773,1.51321,0,,-999,0,0,,,1
0.536687,1.06906,2.37839,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
1.93677,0.586888,0.769448,1,0,0,0.591697,0.341389,0.840583,0.840583,0.840583,0.435713,,-999,0,0,,,1
1.92944,0.166722,1.19582,-1,0,0,0.37687,0.689221,0.475475,0.475475,0,1.05447,,-999,0,0,,,1
