pos_x,pos_y,pos_z
0.0317277,0.0279073,-0.115682
0.101644,0.0830954,-0.573546
0.175721,0.132882,-1.0307
0.253689,0.177116,-1.4872
0.335347,0.215711,-1.94309
0.420611,0.248649,-2.39838
0.509589,0.275977,-2.85305
0.602689,0.297781,-3.30702
0.70081,0.314021,-3.76013
0.805575,0.324634,-4.21206
0.919815,0.329396,-4.66227
1.03619,0.324758,-5.11223
1.14505,0.309285,-5.56378
1.24662,0.285239,-6.01685
1.34091,0.255038,-6.4714
1.42723,0.223815,-6.92748
1.50579,0.192674,-7.38504
1.57651,0.167257,-7.84399
1.6416,0.153205,-8.30384
1.70375,0.141136,-8.76422
1.76305,0.168509,-9.22453
