et,eta,theta,phi
154.623,1.28992,0.537276,-0.324941
118.832,2.5329,0.158523,-2.7052
66.9983,-1.09138,2.49374,1.89898
59.4641,0.235268,1.33767,1.80801
49.1566,1.48807,0.444167,-1.38806
47.6438,0.418709,1.16381,-2.46904
44.2344,-2.26051,2.93375,0.414643
42.9925,1.41408,0.47704,3.03098
42.471,-0.586256,2.1261,0.679048
35.7294,2.81483,0.119686,-0.0784296
33.9377,1.43638,0.466905,1.73639
34.9736,-1.04217,2.46346,-1.96881
28.9776,-0.349775,1.91365,-1.13918
28.1543,-0.768714,2.27337,2.96683
25.581,-2.94605,3.0366,-1.407
23.1135,-2.88932,3.03048,2.2388
22.5247,-4.17292,3.11078,0.182035
20.5887,-3.28833,3.067,-2.80316
20.0497,3.09996,0.090041,-1.22462
19.4962,2.46345,0.169872,2.14122
19.2461,-3.15225,3.05613,1.21913
18.4707,3.08502,0.0913945,1.03964
16.8158,3.73058,0.0479485,2.7349
17.0547,0.669239,0.946558,0.729582
15.1651,-3.87154,3.09995,-1.33759
15.0976,4.18329,0.0304941,-0.839066
14.8812,-4.18464,3.11114,1.41919
14.2245,1.9708,0.276908,0.875667
13.9487,4.02094,0.0358685,0.348327
13.4734,-1.75676,2.79975,1.0607
13.2923,3.84043,0.042962,-2.32945
12.4979,-3.21964,3.0617,-0.144465
12.1928,-4.26866,3.11359,2.64958
12.2187,-1.93516,2.85477,-1.44435
12.2264,-1.91459,2.84889,2.77699
12.7824,0.246545,1.32671,2.65143
10.6565,-0.749826,2.25886,-0.159278
8.56765,-4.59429,3.12137,-2.01621
8.53344,-2.09892,2.89763,-2.62795
7.69964,4.80694,0.0163452,2.18525
8.32632,0.420288,1.16236,-0.543376
7.71507,1.66978,0.372218,-2.24821
6.96499,2.12195,0.23846,-0.600749
6.1497,3.64869,0.0520386,1.78058
5.41016,4.93032,0.0144481,-1.35709
4.71197,4.79502,0.0165412,1.13059
4.30557,-1.47067,2.68989,-0.722252
3.93288,-4.93183,3.12717,-3.00527
3.99279,0.627441,0.980885,-1.51712
3.80876,4.7919,0.0165931,-2.34487
3.58605,-4.94049,3.12729,0.831864
3.4547,2.60626,0.147353,-1.93531
3.39176,-4.8428,3.12582,-0.72374
3.00817,4.84379,0.015754,-0.0147428
