detid,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
604017344,-0.52593,-0.870605,5.78332,-0.756686,-0.67687,5.78342,-1.91617,-1.81865,5.78323,-1.44976,-2.21023,5.78304,-0.525909,-0.870651,5.93032,-0.756664,-0.676916,5.93042,-1.91615,-1.81869,5.93023,-1.44974,-2.21028,5.93004
604017856,-0.52593,-0.870605,5.78332,-0.756686,-0.67687,5.78342,-1.91617,-1.81865,5.78323,-1.44976,-2.21023,5.78304,-0.525909,-0.870651,5.93032,-0.756664,-0.676916,5.93042,-1.91615,-1.81869,5.93023,-1.44974,-2.21028,5.93004
604050128,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050136,-0.323246,-0.965253,-6.07573,-0.0265877,-1.01794,-6.07573,-0.158379,-2.63988,-6.07573,-0.757997,-2.53339,-6.07573,-0.323246,-0.965253,-6.22273,-0.0265877,-1.01794,-6.22273,-0.158379,-2.63988,-6.22273,-0.757997,-2.53339,-6.22273
604050640,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050648,-0.323246,-0.965253,-6.07573,-0.0265877,-1.01794,-6.07573,-0.158379,-2.63988,-6.07573,-0.757997,-2.53339,-6.07573,-0.323246,-0.965253,-6.22273,-0.0265877,-1.01794,-6.22273,-0.158379,-2.63988,-6.22273,-0.757997,-2.53339,-6.22273
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604054128,-0.492682,-1.36772,-8.06945,0.252538,-1.4333,-8.06982,0.463086,-3.50573,-8.06997,-1.06192,-3.37154,-8.06922,-0.49277,-1.36772,-8.24992,0.25245,-1.43329,-8.25029,0.462998,-3.50573,-8.25043,-1.06201,-3.37153,-8.24969
604058216,-0.299203,-1.62895,-9.31469,-1.0506,-1.27829,-9.31563,-2.1492,-2.80272,-9.31941,-0.761936,-3.45013,-9.31768,-0.299528,-1.62917,-9.13422,-1.05093,-1.2785,-9.13516,-2.14953,-2.80293,-9.13895,-0.762262,-3.45034,-9.13721
604058224,0.276056,-1.63418,-9.56199,-0.549958,-1.5616,-9.56418,-1.06103,-3.3698,-9.56832,0.463988,-3.5038,-9.56427,0.275554,-1.63445,-9.38153,-0.550461,-1.56187,-9.38372,-1.06153,-3.37008,-9.38785,0.463485,-3.50407,-9.38381
604050128,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050640,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604050128,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050136,-0.323246,-0.965253,-6.07573,-0.0265877,-1.01794,-6.07573,-0.158379,-2.63988,-6.07573,-0.757997,-2.53339,-6.07573,-0.323246,-0.965253,-6.22273,-0.0265877,-1.01794,-6.22273,-0.158379,-2.63988,-6.22273,-0.757997,-2.53339,-6.22273
604050640,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050648,-0.323246,-0.965253,-6.07573,-0.0265877,-1.01794,-6.07573,-0.158379,-2.63988,-6.07573,-0.757997,-2.53339,-6.07573,-0.323246,-0.965253,-6.22273,-0.0265877,-1.01794,-6.22273,-0.158379,-2.63988,-6.22273,-0.757997,-2.53339,-6.22273
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604054128,-0.492682,-1.36772,-8.06945,0.252538,-1.4333,-8.06982,0.463086,-3.50573,-8.06997,-1.06192,-3.37154,-8.06922,-0.49277,-1.36772,-8.24992,0.25245,-1.43329,-8.25029,0.462998,-3.50573,-8.25043,-1.06201,-3.37153,-8.24969
604058216,-0.299203,-1.62895,-9.31469,-1.0506,-1.27829,-9.31563,-2.1492,-2.80272,-9.31941,-0.761936,-3.45013,-9.31768,-0.299528,-1.62917,-9.13422,-1.05093,-1.2785,-9.13516,-2.14953,-2.80293,-9.13895,-0.762262,-3.45034,-9.13721
604058224,0.276056,-1.63418,-9.56199,-0.549958,-1.5616,-9.56418,-1.06103,-3.3698,-9.56832,0.463988,-3.5038,-9.56427,0.275554,-1.63445,-9.38153,-0.550461,-1.56187,-9.38372,-1.06153,-3.37008,-9.38785,0.463485,-3.50407,-9.38381
604062320,0.291581,-1.82646,-10.4524,-0.604569,-1.74665,-10.4547,-1.0668,-3.37908,-10.4562,0.458057,-3.51489,-10.4524,0.29112,-1.8265,-10.272,-0.60503,-1.74669,-10.2742,-1.06726,-3.37912,-10.2758,0.457596,-3.51493,-10.2719
604050104,-0.866804,-0.532082,-6.07582,-0.673344,-0.763069,-6.076,-1.81651,-1.92119,-6.07615,-2.20754,-1.45431,-6.07578,-0.866857,-0.532011,-6.22282,-0.673397,-0.762998,-6.223,-1.81656,-1.92112,-6.22315,-2.20759,-1.45424,-6.22278
604050112,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050616,-0.866804,-0.532082,-6.07582,-0.673344,-0.763069,-6.076,-1.81651,-1.92119,-6.07615,-2.20754,-1.45431,-6.07578,-0.866857,-0.532011,-6.22282,-0.673397,-0.762998,-6.223,-1.81656,-1.92112,-6.22315,-2.20759,-1.45424,-6.22278
604050624,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050120,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604050128,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050632,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604050640,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604050120,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604050128,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604050632,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604050640,-0.485819,-0.8946,-5.78246,-0.202793,-0.997934,-5.78261,-0.613865,-2.57245,-5.78324,-1.18593,-2.36358,-5.78294,-0.48587,-0.894528,-5.92946,-0.202843,-0.997862,-5.92961,-0.613916,-2.57237,-5.93024,-1.18598,-2.36351,-5.92994
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604050112,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050624,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604017344,-0.52593,-0.870605,5.78332,-0.756686,-0.67687,5.78342,-1.91617,-1.81865,5.78323,-1.44976,-2.21023,5.78304,-0.525909,-0.870651,5.93032,-0.756664,-0.676916,5.93042,-1.91615,-1.81869,5.93023,-1.44974,-2.21028,5.93004
604017856,-0.52593,-0.870605,5.78332,-0.756686,-0.67687,5.78342,-1.91617,-1.81865,5.78323,-1.44976,-2.21023,5.78304,-0.525909,-0.870651,5.93032,-0.756664,-0.676916,5.93042,-1.91615,-1.81869,5.93023,-1.44974,-2.21028,5.93004
604050112,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050120,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604050624,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050632,-0.633386,-0.796624,-6.07628,-0.37262,-0.947559,-6.07517,-1.05101,-2.4267,-6.07491,-1.57808,-2.12163,-6.07716,-0.632902,-0.796872,-6.22328,-0.372135,-0.947807,-6.22217,-1.05052,-2.42695,-6.22191,-1.57759,-2.12187,-6.22416
604054112,-1.25725,-0.731051,-8.06835,-0.728662,-1.26043,-8.06636,-1.89992,-2.98306,-8.06685,-2.98162,-1.89975,-8.07092,-1.25682,-0.731295,-8.24881,-0.728227,-1.26067,-8.24682,-1.89949,-2.98331,-8.24731,-2.98119,-1.89999,-8.25138
604054120,-0.931872,-1.11586,-8.31683,-0.253812,-1.4319,-8.31472,-0.763413,-3.45171,-8.31519,-2.15098,-2.80496,-8.31952,-0.93135,-1.11595,-8.4973,-0.253291,-1.43199,-8.49518,-0.762892,-3.4518,-8.49566,-2.15046,-2.80505,-8.49998
604050104,-0.866804,-0.532082,-6.07582,-0.673344,-0.763069,-6.076,-1.81651,-1.92119,-6.07615,-2.20754,-1.45431,-6.07578,-0.866857,-0.532011,-6.22282,-0.673397,-0.762998,-6.223,-1.81656,-1.92112,-6.22315,-2.20759,-1.45424,-6.22278
604050112,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
604050616,-0.866804,-0.532082,-6.07582,-0.673344,-0.763069,-6.076,-1.81651,-1.92119,-6.07615,-2.20754,-1.45431,-6.07578,-0.866857,-0.532011,-6.22282,-0.673397,-0.762998,-6.223,-1.81656,-1.92112,-6.22315,-2.20759,-1.45424,-6.22278
604050624,-0.761861,-0.674521,-5.78291,-0.531205,-0.868376,-5.78266,-1.45572,-2.20753,-5.78279,-1.92193,-1.8157,-5.7833,-0.761752,-0.674582,-5.92991,-0.531096,-0.868436,-5.92966,-1.45562,-2.20759,-5.92979,-1.92183,-1.81576,-5.9303
