et,eta,theta,phi
45.646,1.35824,0.503322,-2.53227
41.9205,-0.989722,2.42988,0.823167
29.8833,1.21702,0.575768,1.13717
28.5337,3.44562,0.0637482,0.882403
28.1874,3.34237,0.0706768,-0.811463
29.7443,-1.0265,2.45357,-2.39654
27.3059,1.47661,0.449117,-0.93975
25.3331,2.36583,0.187195,1.58081
26.6418,-0.130865,1.70129,-1.22881
23.3146,0.101907,1.46906,0.288193
23.0366,0.216313,1.35615,-3.07183
20.0187,-3.10779,3.05225,-0.669128
18.9939,1.82326,0.320232,2.33875
18.1946,3.02932,0.096622,-2.70358
17.4304,2.99271,0.100219,2.56316
16.9376,-0.438504,1.99589,1.92273
15.2458,-2.75743,3.01485,2.13162
15.4915,-1.54345,2.72063,-0.798571
15.0274,-2.02612,2.87941,0.0718945
14.8906,4.14984,0.0315313,-0.00827344
14.738,3.88119,0.0412468,1.76956
14.7097,4.19664,0.0300897,-2.99762
15.4412,0.76645,0.869955,2.14091
14.4726,-3.96792,3.10377,0.196859
14.3323,-1.64271,2.75941,2.11843
14.2895,1.76889,0.337794,-0.0679225
14.5551,0.614244,0.991891,-1.89763
13.3113,4.32161,0.0265555,-1.29339
11.2107,-3.14278,3.05532,-2.92556
11.1426,-2.77282,3.01678,1.1225
9.88739,3.1127,0.088903,-1.71483
9.57917,-2.28588,2.93892,-2.27335
9.46447,-4.24079,3.1128,-1.36635
8.60869,-0.656647,2.18478,-0.314554
8.11365,-4.00453,3.10513,1.86911
8.02548,2.09788,0.244212,-1.72708
7.79155,-1.8608,2.83297,2.96723
6.84882,-4.60044,3.1215,2.73775
6.68631,-3.02878,3.04492,-1.66596
5.98032,2.70314,0.13379,0.353642
5.60736,-4.67654,3.12297,1.00627
5.58155,-3.98063,3.10425,-2.50615
5.17355,-0.778018,2.28045,2.74408
4.48484,4.81261,0.0162529,-2.23948
4.37508,4.82908,0.0159875,2.12755
4.12754,-4.48513,3.11904,-0.45879
4.05783,4.4911,0.0224158,1.06343
4.05693,-1.82231,2.82106,-1.51321
4.02576,0.654359,0.958685,-0.30957
3.55769,4.97636,0.013798,-0.535426
