pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
21.2109,0.0214819,-1.23997,1,0.000737036,0.000628603,0.0333445,6.88989,-20.0607,0.455684
10.3451,-0.353882,2.4158,-1,0.000751042,0.000654058,0.0333482,-7.73787,6.8663,-3.73783
