et,eta,theta,phi
64.8136,-0.828544,2.31814,1.80283
41.5003,-0.383485,1.94521,0.613232
36.0779,2.00095,0.268782,-2.21358
38.83,0.00137248,1.56942,2.52757
34.5277,0.0641945,1.50665,-1.157
32.631,-2.0188,2.87751,-1.14974
29.1125,-2.86941,3.02825,0.616503
29.7102,1.42343,0.472766,-0.120467
25.7601,-3.10475,3.05198,-1.89499
27.111,-0.664977,2.19157,-0.409858
26.7187,0.53138,1.06279,-2.7947
23.5121,1.45873,0.456945,2.56204
22.6956,-2.13457,2.9061,2.82604
22.042,2.51527,0.161332,1.3607
21.9514,-4.37915,3.11652,-1.09075
21.8757,-3.26094,3.06493,-2.96479
21.7116,-1.64826,2.76147,0.352279
20.8101,-3.35035,3.07148,-1.044
20.1192,-4.44894,3.11821,3.01729
20.071,2.94982,0.104602,-0.93333
20.0514,4.27113,0.02793,-2.17162
19.8951,2.97682,0.101821,-2.07958
21.2178,0.585248,1.01635,1.33658
18.132,-2.05393,2.88653,-2.18036
18.4667,-1.0152,2.44636,-2.77971
16.9437,3.84725,0.04267,-0.123507
15.6664,4.10414,0.0330055,1.03481
15.5706,4.02065,0.0358788,2.87496
15.5506,-3.28329,3.06662,1.7923
14.0882,1.04842,0.674227,-1.89327
13.325,-3.47676,3.0798,-0.0760868
12.9958,-4.43077,3.11778,1.41865
12.338,0.321723,1.25448,-0.14525
11.7629,-4.10587,3.10864,-2.33243
11.7696,2.96298,0.103237,2.25081
10.7415,2.85209,0.115319,0.368227
10.3481,-1.91481,2.84896,1.7039
10.0646,-4.45344,3.11832,0.0890349
8.40946,1.60986,0.394628,0.781781
7.94637,4.25649,0.0283419,-1.06191
8.07233,-1.11498,2.50785,-1.28926
6.656,2.48708,0.165922,-3.10108
6.50478,1.17527,0.598901,-1.0147
6.34616,-3.07526,3.0493,2.52938
5.81609,4.89324,0.0149939,2.98572
5.72215,4.82224,0.0160972,0.0337717
4.41602,-2.35668,2.95269,-0.321294
4.13386,-3.97749,3.10413,2.334
4.15221,2.11871,0.239225,-1.02525
3.91226,4.09266,0.0333864,1.9356
3.40547,1.50048,0.438862,1.75791
3.25467,-0.137271,1.70764,-2.04001
