Name,Index,WasRun,Accept,Error,Objects
HLT_HT500_v3,77,1,0,0,
HLT_HT550_v3,78,1,0,0,
HLT_HT650_v3,79,1,0,0,
HLT_HT650_Track50_dEdx3p6_v6,80,1,0,0,
HLT_HT650_Track60_dEdx3p7_v6,81,1,0,0,
HLT_HT750_v3,82,1,0,0,
HLT_PFHT350_v6,83,1,0,0,
HLT_PFHT650_v8,84,1,0,0,
HLT_PFHT650_DiCentralPFJet80_CenPFJet40_v6,85,1,0,0,
HLT_PFHT700_v6,86,1,0,0,
HLT_PFHT750_v6,87,1,0,0,
HLT_PFMET150_v4,88,1,0,0,
HLT_PFMET180_v4,89,1,0,0,
HLT_DiCentralJetSumpT100_dPhi05_DiCentralPFJet60_25_PFMET100_HBHENoiseCleaned_v1,90,1,0,0,
HLT_DiCentralPFJet30_PFMET80_v2,91,1,0,0,
HLT_DiCentralPFJet50_PFMET80_v6,92,1,0,0,
HLT_DiCentralPFJet30_PFMET80_BTagCSV07_v1,93,1,0,0,
HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05d03_v1,94,1,0,0,
HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05d05_v1,95,1,0,0,
HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05d03_PFDiJetPt120_v1,96,1,0,0,
HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05_v1,97,1,0,0,
HLT_MET80_v3,98,1,0,0,
HLT_MET80_Track50_dEdx3p6_v4,99,1,0,0,
HLT_MET80_Track60_dEdx3p7_v4,100,1,0,0,
HLT_MET120_v10,101,1,0,0,
HLT_MET120_HBHENoiseCleaned_v3,102,1,0,0,
HLT_MET200_v10,103,1,0,0,
HLT_MET200_HBHENoiseCleaned_v3,104,1,0,0,
HLT_MET300_v2,105,1,0,0,
HLT_MET300_HBHENoiseCleaned_v3,106,1,0,0,
HLT_MET400_v5,107,1,0,0,
HLT_MET400_HBHENoiseCleaned_v3,108,1,0,0,
HLT_L1SingleMuOpen_v6,109,1,0,0,
HLT_L1SingleMu12_v1,110,1,0,0,
HLT_L2Mu70_eta2p1_PFMET55_v1,111,1,0,0,-81/33 
HLT_L2Mu70_eta2p1_PFMET60_v1,112,1,0,0,-81/33 
HLT_L2Mu20_eta2p1_NoVertex_v1,113,1,0,0,-81/33 
HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo_v3,114,1,0,0,
HLT_L2Mu20_NoVertex_NoBPTX3BX_NoHalo_v3,115,1,0,0,
HLT_L2Mu30_NoVertex_NoBPTX3BX_NoHalo_v3,116,1,0,0,
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v4,117,1,0,0,
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v4,118,1,0,0,-81/33 -81/34 83/12 
HLT_Mu5_v18,119,1,0,0,
HLT_Mu8_v16,120,1,0,0,
HLT_Mu12_v16,121,1,0,0,
HLT_Mu17_v3,122,1,0,0,
HLT_Mu12_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v3,123,1,0,0,
HLT_Mu15_eta2p1_v3,124,1,0,0,
HLT_Mu24_v14,125,1,0,0,-81/33 
HLT_Mu24_eta2p1_v3,126,1,0,0,-81/33 
HLT_Mu30_v14,127,1,0,0,-81/33 
HLT_Mu30_eta2p1_v3,128,1,0,0,-81/33 
HLT_Mu40_v12,129,1,1,0,-81/33 83/12 83/14 
HLT_Mu40_eta2p1_v9,130,1,1,0,-81/33 83/12 83/14 
HLT_Mu50_eta2p1_v6,131,1,0,0,-81/33 83/12 
HLT_RelIso1p0Mu5_v4,132,1,0,0,
HLT_RelIso1p0Mu20_v1,133,1,0,0,-81/33 
HLT_IsoMu15_eta2p1_L1ETM20_v5,134,1,0,0,
HLT_IsoMu20_eta2p1_v5,135,1,0,0,-81/33 
HLT_IsoMu24_v15,136,1,1,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu24_eta2p1_v13,137,1,1,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu30_v9,138,1,1,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu30_eta2p1_v13,139,1,1,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu34_eta2p1_v11,140,1,1,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu40_eta2p1_v8,141,1,1,0,-81/33 83/12 83/14 83/14 
HLT_Mu40_eta2p1_Track50_dEdx3p6_v3,142,1,0,0,-81/33 83/12 83/14 
HLT_Mu40_eta2p1_Track60_dEdx3p7_v3,143,1,0,0,-81/33 83/12 83/14 
HLT_L2DoubleMu23_NoVertex_v10,144,1,0,0,
HLT_L2DoubleMu23_NoVertex_2Cha_Angle2p5_v2,145,1,0,0,
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_v2,146,1,0,0,
HLT_DoubleMu11_Acoplanarity03_v3,147,1,0,0,
HLT_DoubleMu4_Jpsi_Displaced_v10,148,1,0,0,
HLT_DoubleMu4_JpsiTk_Displaced_v4,149,1,0,0,
HLT_DoubleMu3_4_Dimuon5_Bs_Central_v3,150,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_DoubleMu3p5_4_Dimuon5_Bs_Central_v3,151,1,0,0,
HLT_DoubleMu4_Dimuon7_Bs_Forward_v3,152,1,0,0,
HLT_DoubleMu3p5_LowMass_Displaced_v4,153,1,0,0,
HLT_DoubleMu3p5_LowMassNonResonant_Displaced_v4,154,1,0,0,
HLT_Dimuon0_Jpsi_v15,155,1,0,0,-81/33 -81/34 
HLT_Dimuon0_Jpsi_NoVertexing_v12,156,1,0,0,-81/33 -81/34 
HLT_Dimuon0_Upsilon_v15,157,1,0,0,-81/33 -81/34 
HLT_Dimuon0_PsiPrime_v4,158,1,0,0,-81/33 -81/34 
HLT_Dimuon5_Upsilon_v4,159,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon5_PsiPrime_v4,160,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon7_Upsilon_v5,161,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon7_PsiPrime_v1,162,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon8_Jpsi_v5,163,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon8_Upsilon_v4,164,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon10_Jpsi_v4,165,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon11_Upsilon_v4,166,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Dimuon0_Jpsi_Muon_v16,167,1,0,0,
HLT_Dimuon0_Upsilon_Muon_v16,168,1,0,0,
HLT_Dimuon3p5_SameSign_v4,169,1,0,0,-81/33 -81/34 
HLT_DoubleMu4_Acoplanarity03_v3,170,1,0,0,
HLT_Tau2Mu_ItTrack_v4,171,1,0,0,-81/33 -81/34 -81/33 -81/34 83/12 83/13 
HLT_Mu13_Mu8_v17,172,1,1,0,-81/33 -81/34 83/12 83/13 83/12 83/13 83/14 83/15 83/14 83/15 
HLT_Mu17_Mu8_v17,173,1,1,0,-81/33 -81/34 83/12 83/13 83/12 83/13 83/14 83/15 83/14 83/15 
HLT_Mu17_TkMu8_v10,174,1,1,0,-81/33 -81/34 83/12 83/13 83/14 83/15 83/10 83/11 83/10 83/11 
HLT_Mu22_TkMu8_v6,175,1,1,0,-81/33 83/12 83/10 83/11 83/10 83/11 
HLT_Mu22_TkMu22_v6,176,1,1,0,-81/33 83/12 83/10 83/11 83/10 83/11 
HLT_TripleMu5_v17,177,1,0,0,
HLT_DoubleMu5_IsoMu5_v18,178,1,0,0,
HLT_Mu5_L2Mu3_Jpsi_v5,179,1,0,0,-81/33 -81/34 
HLT_Mu5_Track2_Jpsi_v19,180,1,0,0,
HLT_Mu5_Track3p5_Jpsi_v5,181,1,0,0,
HLT_Mu7_Track7_Jpsi_v18,182,1,0,0,
HLT_Photon20_CaloIdVL_v3,183,1,0,0,
HLT_Photon20_CaloIdVL_IsoL_v15,184,1,0,0,
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_v4,185,1,0,0,
HLT_Photon26_Photon18_v11,186,1,0,0,-83/29 -83/30 
HLT_Photon26_R9Id85_Photon18_R9Id85_Mass60_v3,187,1,0,0,-83/29 -83/30 
HLT_Photon26_R9Id85_Photon18_CaloId10_Iso50_Mass60_v5,188,1,0,0,-83/29 -83/30 
HLT_Photon26_CaloId10_Iso50_Photon18_R9Id85_Mass60_v5,189,1,0,0,-83/29 -83/30 
HLT_Photon26_CaloId10_Iso50_Photon18_CaloId10_Iso50_Mass60_v5,190,1,0,0,-83/29 -83/30 
HLT_Photon26_R9Id85_OR_CaloId10_Iso50_Photon18_R9Id85_OR_CaloId10_Iso50_Mass60_v5,191,1,0,0,-83/29 -83/30 
HLT_Photon26_R9Id85_OR_CaloId10_Iso50_Photon18_R9Id85_OR_CaloId10_Iso50_Mass70_v1,192,1,0,0,-83/29 -83/30 
HLT_Photon26_R9Id85_OR_CaloId10_Iso50_Photon18_v4,193,1,0,0,-83/29 -83/30 
HLT_Photon30_CaloIdVL_v13,194,1,0,0,-83/29 
HLT_Photon30_CaloIdVL_IsoL_v18,195,1,0,0,-83/29 
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_v4,196,1,0,0,
HLT_Photon36_Photon22_v5,197,1,0,0,
HLT_Photon36_R9Id85_Photon22_R9Id85_v3,198,1,0,0,
HLT_Photon36_R9Id85_Photon22_CaloId10_Iso50_v5,199,1,0,0,
HLT_Photon36_CaloId10_Iso50_Photon22_R9Id85_v5,200,1,0,0,
HLT_Photon36_CaloId10_Iso50_Photon22_CaloId10_Iso50_v5,201,1,0,0,
HLT_Photon36_R9Id85_OR_CaloId10_Iso50_Photon22_R9Id85_OR_CaloId10_Iso50_v5,202,1,0,0,
HLT_Photon36_R9Id85_OR_CaloId10_Iso50_Photon22_v4,203,1,0,0,
HLT_Photon50_CaloIdVL_v9,204,1,0,0,-83/29 
HLT_Photon50_CaloIdVL_IsoL_v16,205,1,0,0,-83/29 
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_v4,206,1,0,0,
HLT_Photon60_CaloIdL_MHT70_v8,207,1,0,0,
HLT_Photon60_CaloIdL_HT300_v1,208,1,0,0,
HLT_Photon70_CaloIdXL_PFHT400_v5,209,1,0,0,
HLT_Photon70_CaloIdXL_PFHT500_v5,210,1,0,0,
HLT_Photon70_CaloIdXL_PFMET100_v4,211,1,0,0,
HLT_Photon75_CaloIdVL_v12,212,1,0,0,-83/29 
HLT_Photon75_CaloIdVL_IsoL_v17,213,1,0,0,-83/29 
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_v4,214,1,0,0,
HLT_Photon90_CaloIdVL_v9,215,1,0,0,-83/29 
HLT_Photon90_CaloIdVL_IsoL_v14,216,1,0,0,-83/29 
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_v4,217,1,0,0,
HLT_DisplacedPhoton65_CaloIdVL_IsoL_PFMET25_v1,218,1,0,0,-83/29 
HLT_DisplacedPhoton65EBOnly_CaloIdVL_IsoL_PFMET30_v1,219,1,0,0,-83/29 
HLT_Photon135_v6,220,1,0,0,
HLT_Photon150_v3,221,1,0,0,
HLT_Photon160_v3,222,1,0,0,
HLT_Photon300_NoHE_v4,223,1,0,0,
HLT_DoublePhoton48_HEVT_v7,224,1,0,0,-83/29 
HLT_DoublePhoton53_HEVT_v1,225,1,0,0,-83/29 
HLT_DoublePhoton70_v5,226,1,0,0,
HLT_DoublePhoton80_v6,227,1,0,0,
HLT_DoublePhoton5_IsoVL_CEP_v15,228,1,0,0,
HLT_L1SingleEG5_v5,229,1,0,0,
HLT_L1SingleEG12_v5,230,1,0,0,
HLT_L1DoubleEG3_FwdVeto_v1,231,1,0,0,
HLT_L1ETM30_v1,232,1,0,0,
HLT_L1ETM40_v1,233,1,0,0,
HLT_L1ETM70_v1,234,1,0,0,
HLT_L1ETM100_v1,235,1,0,0,
HLT_Ele8_CaloIdT_TrkIdVL_v4,236,1,0,0,
HLT_Ele8_CaloIdT_TrkIdVL_EG7_v1,237,1,0,0,
HLT_Ele8_CaloIdT_TrkIdVL_Jet30_v4,238,1,0,0,
HLT_Ele8_CaloIdL_CaloIsoVL_v16,239,1,0,0,
HLT_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v14,240,1,0,0,
HLT_Ele17_CaloIdL_CaloIsoVL_v16,241,1,0,0,
HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v5,242,1,0,0,
HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v17,243,1,1,0,-83/29 -83/30 82/3 82/0 82/1 82/2 82/0 82/1 
HLT_Ele17_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_Ele8_Mass50_v5,244,1,0,0,-83/29 -83/30 
HLT_Ele20_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_SC4_Mass50_v5,245,1,0,0,-83/29 
HLT_Ele22_CaloIdL_CaloIsoVL_v5,246,1,0,0,
HLT_Ele27_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v10,247,1,0,0,-83/29 
HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele15_CaloIdT_CaloIsoVL_trackless_v6,248,1,0,0,-83/29 
HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT15_v6,249,1,0,0,-83/29 
HLT_Ele23_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT30_v6,250,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet30_v1,251,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet50_40_30_v1,252,1,0,0,-83/29 
HLT_Ele27_WP80_v10,253,1,0,0,-83/29 
HLT_Ele27_WP80_PFMET_MT50_v4,254,1,0,0,-83/29 
HLT_Ele30_CaloIdVT_TrkIdT_v5,255,1,0,0,
HLT_Ele32_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v10,256,1,0,0,-83/29 
HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_SC17_Mass50_v5,257,1,0,0,
HLT_Ele80_CaloIdVT_GsfTrkIdT_v1,258,1,0,0,-83/29 
HLT_Ele90_CaloIdVT_GsfTrkIdT_v1,259,1,0,0,-83/29 
HLT_DoubleEle8_CaloIdT_TrkIdVL_v11,260,1,0,0,
HLT_DoubleEle33_CaloIdL_v13,261,1,0,0,
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v6,262,1,0,0,
HLT_DoubleEle33_CaloIdT_v9,263,1,0,0,
HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v5,264,1,0,0,
HLT_LooseIsoPFTau35_Trk20_Prong1_v6,265,1,0,0,
HLT_LooseIsoPFTau35_Trk20_Prong1_MET70_v6,266,1,0,0,
HLT_LooseIsoPFTau35_Trk20_Prong1_MET75_v6,267,1,0,0,
HLT_IsoMu15_eta2p1_LooseIsoPFTau35_Trk20_Prong1_L1ETM20_v6,268,1,0,0,
HLT_DoubleMediumIsoPFTau30_Trk5_eta2p1_Jet30_v2,269,1,0,0,
HLT_DoubleMediumIsoPFTau30_Trk5_eta2p1_v2,270,1,0,0,
HLT_DoubleMediumIsoPFTau35_Trk5_eta2p1_v6,271,1,0,0,
HLT_DoubleMediumIsoPFTau35_Trk5_eta2p1_Prong1_v6,272,1,0,0,
HLT_IsoMu18_eta2p1_MediumIsoPFTau25_Trk5_eta2p1_v7,273,1,0,0,-81/33 83/12 83/14 83/14 
HLT_BTagMu_DiJet20_Mu5_v3,274,1,0,0,
HLT_BTagMu_DiJet40_Mu5_v3,275,1,0,0,
HLT_BTagMu_DiJet70_Mu5_v3,276,1,0,0,
HLT_BTagMu_DiJet110_Mu5_v3,277,1,0,0,
HLT_BTagMu_Jet300_Mu5_v3,278,1,0,0,
HLT_Mu7_Ele7_CaloIdT_CaloIsoVL_v5,279,1,0,0,
HLT_Mu8_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v7,280,1,1,0,-83/29 -81/33 83/12 83/14 82/3 
HLT_Mu8_DiJet30_v4,281,1,0,0,
HLT_Mu8_TriJet30_v4,282,1,0,0,
HLT_Mu8_QuadJet30_v4,283,1,0,0,
HLT_IsoMu12_DoubleCentralJet65_v1,284,1,0,0,
HLT_Mu15_eta2p1_L1ETM20_v3,285,1,0,0,
HLT_Mu24_PFJet30_PFJet25_Deta3_CentralPFJet25_v1,286,1,0,0,-81/33 
HLT_Mu24_CentralPFJet30_CentralPFJet25_v1,287,1,0,0,-81/33 
HLT_IsoMu24_PFJet30_PFJet25_Deta3_CentralPFJet25_v1,288,1,0,0,-81/33 83/12 83/14 83/14 
HLT_IsoMu24_CentralPFJet30_CentralPFJet25_v1,289,1,1,0,-81/33 83/12 83/14 83/14 85/51 85/51 85/52 85/53 
HLT_IsoMu24_CentralPFJet30_CentralPFJet25_PFMET20_v1,290,1,1,0,-81/33 83/12 83/14 83/14 85/51 85/51 85/52 85/53 90/25 
HLT_Ele32_WP80_PFJet30_PFJet25_Deta3_v1,291,1,0,0,-83/29 
HLT_Ele32_WP80_PFJet30_PFJet25_Deta3_CentralPFJet30_v1,292,1,0,0,-83/29 
HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_v1,293,1,0,0,-83/29 
HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_PFMET20_v1,294,1,0,0,-83/29 
HLT_IsoMu17_eta2p1_CentralPFNoPUJet30_BTagIPIter_v1,295,1,0,0,-81/33 83/12 83/14 86/187 
HLT_IsoMu17_eta2p1_CentralPFNoPUJet30_v1,296,1,0,0,-81/33 
HLT_IsoMu17_eta2p1_DiCentralPFNoPUJet30_v1,297,1,0,0,-81/33 
HLT_IsoMu17_eta2p1_TriCentralPFNoPUJet30_30_20_v1,298,1,0,0,-81/33 83/12 83/14 0/187 0/188 0/189 0/187 
HLT_IsoMu17_eta2p1_TriCentralPFNoPUJet50_40_30_v1,299,1,0,0,-81/33 83/12 83/14 0/187 
HLT_Mu17_eta2p1_CentralPFNoPUJet30_BTagIPIter_v1,300,1,0,0,-81/33 
HLT_Mu17_eta2p1_TriCentralPFNoPUJet30_30_20_v1,301,1,0,0,-81/33 
HLT_Mu17_eta2p1_TriCentralPFNoPUJet50_40_30_v1,302,1,0,0,-81/33 
HLT_IsoMu20_WCandPt80_v1,303,1,0,0,-81/33 83/12 83/14 83/14 90/25 
HLT_Mu17_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v7,304,1,1,0,-83/29 -83/30 -81/33 83/12 83/14 82/3 82/4 82/5 
HLT_Mu12_eta2p1_DiCentral_40_20_DiBTagIP3D1stTrack_v3,305,1,0,0,
HLT_Mu12_eta2p1_DiCentral_40_20_BTagIP3D1stTrack_v3,306,1,0,0,
HLT_Mu12_eta2p1_DiCentral_40_20_v3,307,1,0,0,
HLT_Mu12_eta2p1_DiCentral_20_v3,308,1,0,0,
HLT_Mu15_eta2p1_TriCentral_40_20_20_DiBTagIP3D1stTrack_v3,309,1,0,0,
HLT_Mu15_eta2p1_TriCentral_40_20_20_BTagIP3D1stTrack_v3,310,1,0,0,
HLT_Mu15_eta2p1_TriCentral_40_20_20_v3,311,1,0,0,
HLT_Mu30_Ele30_CaloIdL_v6,312,1,0,0,-83/29 -81/33 83/12 83/14 
HLT_IsoMu17_eta2p1_DiCentralPFJet30_PFHT350_PFMHT40_v6,313,1,0,0,
HLT_IsoMu20_eta2p1_CentralPFJet80_v6,314,1,0,0,-81/33 83/12 83/14 
HLT_DoubleRelIso1p0Mu5_Mass8_PFHT175_v6,315,1,0,0,
HLT_DoubleRelIso1p0Mu5_Mass8_PFHT225_v6,316,1,0,0,
HLT_DoubleMu8_Mass8_PFHT225_v6,317,1,0,0,
HLT_DoubleMu8_Mass8_PFHT175_v6,318,1,0,0,
HLT_RelIso1p0Mu5_Ele8_CaloIdT_TrkIdVL_Mass8_PFHT175_v6,319,1,0,0,
HLT_RelIso1p0Mu5_Ele8_CaloIdT_TrkIdVL_Mass8_PFHT225_v6,320,1,0,0,
HLT_Mu8_Ele8_CaloIdT_TrkIdVL_Mass8_PFHT175_v6,321,1,0,0,
HLT_Mu8_Ele8_CaloIdT_TrkIdVL_Mass8_PFHT225_v6,322,1,0,0,
HLT_PFHT350_Mu15_PFMET45_v6,323,1,0,0,
HLT_PFHT350_Mu15_PFMET50_v6,324,1,0,0,
HLT_PFHT400_Mu5_PFMET45_v6,325,1,0,0,
HLT_PFHT400_Mu5_PFMET50_v6,326,1,0,0,
HLT_Mu40_PFHT350_v6,327,1,0,0,
HLT_Mu60_PFHT350_v6,328,1,0,0,
HLT_Mu40_HT200_v1,329,1,0,0,
HLT_DoubleMu5_Ele8_CaloIdT_TrkIdVL_v14,330,1,0,0,
HLT_DoubleMu8_Ele8_CaloIdT_TrkIdVL_v3,331,1,0,0,
HLT_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Jet30_v5,332,1,0,0,
HLT_Ele8_CaloIdT_TrkIdT_DiJet30_v15,333,1,0,0,
HLT_Ele8_CaloIdT_TrkIdT_TriJet30_v15,334,1,0,0,
HLT_Ele8_CaloIdT_TrkIdT_QuadJet30_v15,335,1,0,0,
HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Jet30_v5,336,1,0,0,
HLT_Ele25_CaloIdVT_TrkIdT_TriCentralPFNoPUJet30_30_20_v1,337,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_TrkIdT_TriCentralPFNoPUJet50_40_30_v5,338,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_v5,339,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_DiCentralPFNoPUJet30_v5,340,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_TriCentralPFNoPUJet30_30_20_v1,341,1,0,0,-83/29 
HLT_Ele25_CaloIdVL_CaloIsoT_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet30_30_20_v1,342,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_BTagIPIter_v6,343,1,0,0,-83/29 
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_TriCentralPFNoPUJet50_40_30_v5,344,1,0,0,-83/29 
HLT_Ele27_WP80_CentralPFJet80_v6,345,1,0,0,-83/29 
