pos_x,pos_y,pos_z
0.0184344,-0.0461166,-0.151799
0.0307786,-0.0784651,-0.280097
0.0431764,-0.110793,-0.408395
0.0556278,-0.143101,-0.536693
0.0681329,-0.175387,-0.66499
0.0806917,-0.207653,-0.793287
0.0933042,-0.239897,-0.921584
0.105971,-0.27212,-1.04988
0.118691,-0.304319,-1.17818
0.131466,-0.336494,-1.30648
0.144297,-0.368643,-1.43478
0.157176,-0.400768,-1.56308
0.1701,-0.432874,-1.69138
0.183072,-0.464961,-1.81968
0.196092,-0.497028,-1.94798
0.209162,-0.529076,-2.07628
0.222281,-0.561103,-2.20458
0.235449,-0.593111,-2.33288
0.248667,-0.625098,-2.46118
0.261935,-0.657066,-2.58948
0.275251,-0.689014,-2.71778
-0.00872732,0.0375315,-0.00323602
-0.0848742,0.340901,-0.303289
-0.15853,0.644797,-0.60329
-0.2297,0.949205,-0.903252
-0.298392,1.25411,-1.20319
-0.364613,1.55949,-1.50312
-0.42836,1.86534,-1.80306
-0.489617,2.17164,-2.10303
-0.548348,2.47836,-2.40305
-0.604499,2.7855,-2.70316
-0.657994,3.09303,-3.00338
-0.709237,3.40105,-3.30354
-0.760146,3.70933,-3.6035
-0.811145,4.01772,-3.90333
-0.862325,4.32617,-4.20307
-0.913697,4.63463,-4.50275
-0.965957,4.94287,-4.80248
-1.01889,5.25096,-5.10225
-1.07214,5.55902,-5.40198
-1.12618,5.86694,-5.70169
-1.18084,6.1747,-6.00145
