et,eta,theta,phi
11.8901,-2.11999,2.90267,2.86386
10.1977,-1.66033,2.76592,-0.22031
10.0191,1.63066,0.386707,2.05359
9.90326,0.363186,1.21534,-1.79715
9.44768,0.479982,1.10825,-0.660828
6.80139,4.37232,0.0252425,-2.88572
6.80743,-1.21385,2.56409,-2.76992
6.50402,-1.61741,2.74985,1.68322
6.0138,-0.613072,2.14872,-0.857239
6.02232,0.501067,1.08947,1.03795
5.52261,1.54072,0.422074,0.199932
5.37717,3.05305,0.0943592,0.472669
4.77396,-3.17137,3.05775,2.20971
4.43518,-3.86948,3.09986,-2.55789
4.17107,-3.94687,3.10297,-0.89935
4.06128,3.8176,0.043954,1.64982
4.03103,-0.74887,2.25812,1.71231
3.72691,-3.16917,3.05757,-1.8324
3.55459,2.93685,0.105966,-0.533125
3.39352,-2.23873,2.92921,0.992065
3.40727,2.00545,0.267591,-2.12229
3.15044,-4.41892,3.1175,0.933265
