pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
22.4755,1,0.000715452,0.000567761,0.0311582,-2.4838,-1.11048,0
22.3449,-1,0.000753011,0.000597356,-0.0399301,-0.0205634,1.90526,0
