pos_x,pos_y,pos_z
-0.0352989,-0.02797,-0.00700004
-0.271111,-0.210869,-0.416411
-0.509891,-0.389468,-0.825587
-0.751574,-0.563783,-1.23456
-0.996094,-0.733847,-1.64337
-1.24339,-0.899717,-2.05202
-1.49341,-1.06146,-2.46052
-1.74617,-1.21915,-2.86883
-2.00172,-1.3729,-3.2769
-2.26017,-1.52288,-3.68456
-2.52175,-1.66943,-4.09156
-2.78676,-1.81185,-4.49796
-3.0531,-1.95245,-4.90423
-3.31907,-2.09382,-5.31043
-3.5844,-2.23619,-5.71665
-3.84899,-2.37965,-6.12293
-4.11264,-2.52448,-6.52928
-4.37532,-2.6707,-6.93571
-4.63758,-2.81744,-7.34221
-4.89843,-2.96668,-7.74864
-5.15803,-3.1184,-8.15493
0.0869502,-0.00129136,0.336562
0.237383,-0.00359763,0.825706
0.387951,-0.0045052,1.31479
0.538654,-0.00404112,1.80383
0.689497,-0.0022471,2.2928
0.840483,0.000815178,2.78172
0.991619,0.00505601,3.27058
1.14291,0.0103489,3.75938
1.29436,0.0165071,4.24812
1.44596,0.0232499,4.73681
1.59769,0.0301461,5.22546
1.74839,0.0374217,5.71441
1.89756,0.0456811,6.20383
2.04576,0.0548176,6.69353
2.19336,0.0644761,7.18341
2.3406,0.0738422,7.6734
2.48768,0.0816862,8.16346
2.63466,0.0894221,8.65355
2.78162,0.0956989,9.14366
2.92859,0.101007,9.63378
3.07554,0.106135,10.1239
