isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000719549,0.000576641,0.0560277,1.80255e-05,1.53913e-05,2.78223e-05,32.7656,42.4479
1,0,0.000676428,0.000598574,-0.0482074,2.02216e-05,2.52153e-05,2.59321e-05,51.5781,61.6686
1,0,0.000731029,0.000620533,-0.0320839,2.20929e-05,2.505e-05,2.67347e-05,69.7481,93.7419
1,0,0.000678603,0.000625867,0.00190221,2.65119e-05,2.28381e-05,2.96493e-05,52.1247,80.7655
1,0,0.000722517,0.000618688,-0.0182625,3.09769e-05,2.94015e-05,3.97307e-05,40.9574,38.3859
1,0,0.000761032,0.000603594,-0.0594481,3.88374e-05,3.61384e-05,5.21933e-05,15.1626,26.4973
1,0,0.000719283,0.0005555,0.0133149,3.74242e-05,4.14056e-05,5.72046e-05,19.3342,25.6738
1,0,0.000958666,0.000573387,-0.00385763,6.36474e-05,4.51192e-05,5.8654e-05,32.6117,29.2322
1,0,0.000701724,0.000621443,0.0244881,4.25414e-05,4.41748e-05,5.78794e-05,29.3514,33.1499
1,0,0.00072083,0.000575279,0.108034,4.40451e-05,0.000177094,0.000125849,4.76415,8.71735
1,0,0.000656069,0.000572488,-0.0287559,5.20127e-05,4.04455e-05,4.74835e-05,20.4031,39.5261
1,0,0.000697541,0.000607115,0.113042,5.3985e-05,5.21505e-05,7.60858e-05,41.3654,36.8129
1,0,0.000653038,0.000541477,-0.00711244,4.85196e-05,5.19503e-05,5.64357e-05,32.4897,36.5429
1,0,0.000688654,0.000555057,-0.0154705,5.90859e-05,5.99198e-05,7.27718e-05,15.4783,28.3314
1,0,0.000748846,0.000697385,-0.0473002,7.72025e-05,7.52598e-05,9.55372e-05,24.2113,25.9829
1,0,0.000786964,0.000689161,-0.0640296,7.69439e-05,9.02529e-05,9.02025e-05,10.2391,10.3622
1,0,0.000773286,0.000651228,0.0117833,0.000109387,0.000112163,0.000181083,13.635,18.3975
1,0,0.000677935,0.000587118,-0.0740888,9.6293e-05,0.000139436,0.000120181,6.79957,12.6088
1,0,0.000943067,0.00117705,0.017267,0.000152227,0.000578962,0.00179251,0.294141,0.934636
