et,eta,theta,phi
40.459,-1.46203,2.6861,-0.688423
39.3187,-0.69107,2.21263,2.69668
37.1801,-1.09658,2.49687,-2.54145
36.7547,-1.37158,2.64467,1.74743
32.3791,3.45432,0.0631965,-1.57393
35.0875,0.204381,1.36782,-1.51132
31.0148,-3.19823,3.05997,2.34784
31.7653,0.713542,0.91108,0.809676
27.8698,-2.89009,3.03056,-2.66623
27.4839,2.05834,0.253956,-0.0660062
27.2196,-3.25501,3.06447,-1.44751
29.8465,-0.219048,1.78811,-0.368531
26.8125,-3.06459,3.04831,-0.0579061
23.9888,3.09419,0.0905616,1.70775
23.8794,3.04792,0.0948436,-2.99562
21.5665,-3.23371,3.06281,1.1956
21.5933,-1.98654,2.86896,-1.67896
21.458,-2.03863,2.88264,0.925013
20.7026,1.49954,0.439263,2.26475
21.2212,0.0652761,1.50557,-2.78319
18.3146,1.76352,0.33958,-1.56254
17.437,3.51153,0.0596846,0.592673
16.8667,4.39945,0.0245669,-1.05769
16.662,4.32858,0.0263709,1.91361
17.6693,-0.625391,2.159,1.06156
16.4081,-2.26037,2.93372,2.607
16.0828,-4.34241,3.11558,0.416507
15.6096,3.16066,0.0847448,-0.54063
15.289,4.14067,0.0318216,-2.61548
14.7438,-4.04757,3.10667,-2.31947
13.2202,-4.29518,3.11433,2.77048
12.9611,-4.52206,3.11986,-1.14574
12.8949,2.1624,0.22909,3.03455
12.4792,-1.21686,2.56573,0.2681
11.257,2.21473,0.217504,1.16283
11.3919,0.892486,0.777571,-0.262061
10.4304,-4.23213,3.11255,1.52408
10.5454,0.699227,0.92244,2.77793
9.69037,4.59932,0.0201167,0.624081
9.65127,-0.814538,2.30782,-1.4769
9.46439,-0.0884298,1.65911,1.84831
7.64382,1.23173,0.567811,1.52762
6.6189,2.26565,0.206785,-2.27166
5.66046,-5.05088,3.12879,1.95738
5.40574,-1.81318,2.81817,-3.08922
5.10057,3.78304,0.0454992,2.67657
5.07053,-2.34534,2.95055,-0.640557
4.35652,5.02331,0.0131652,2.36674
4.23741,-3.68896,3.09161,-0.526436
3.82151,-5.00692,3.12821,-2.24298
3.73536,1.18923,0.59108,-2.59457
3.42237,-5.00057,3.12812,-0.340169
