et,eta,theta,phi
126.912,-0.399755,1.96031,2.41706
104.916,-1.94723,2.85817,-0.501111
49.2844,1.55357,0.416842,-1.58414
43.0969,0.769371,0.867725,1.77308
34.715,1.40022,0.483445,0.390422
30.5578,-1.23433,2.57518,-1.65255
28.2284,-3.24917,3.06402,2.55382
29.7698,0.927453,0.753345,-3.06065
26.1746,-2.81079,3.02142,-2.59383
25.8195,-2.97883,3.03998,1.42739
23.9943,-3.26698,3.06539,-0.0234957
24.968,-0.544041,2.08983,-0.808778
23.2711,-1.13872,2.52177,-2.93407
23.8835,0.770609,0.866781,-0.642711
21.3,-3.08472,3.05017,-1.06559
20.3624,3.81877,0.0439027,-1.29135
18.7913,1.76984,0.337481,-0.572154
18.0319,2.07321,0.250248,-2.31435
18.147,-1.39507,2.65575,1.55871
16.7071,-1.11563,2.50823,0.304485
15.7609,-4.35027,3.11579,2.93947
15.6748,3.52211,0.0590568,1.46178
17.4721,-0.0307927,1.60158,-2.32582
15.3264,3.22708,0.0793046,2.52496
15.2531,4.33015,0.0263296,0.642545
14.2251,-4.1777,3.11093,1.56636
12.1388,-2.08812,2.89501,2.81853
11.86,3.11189,0.0889743,-0.549093
12.3588,-0.237435,1.80603,1.28414
11.0834,2.96271,0.103266,-1.86938
10.6301,-4.19447,3.11144,0.514349
10.3252,4.00168,0.0365658,-2.65956
10.2108,-4.03674,3.10629,-1.57279
9.99312,4.45319,0.0232818,2.04987
10.977,0.37031,1.20867,0.548057
9.38215,-1.87502,2.83726,-2.38304
9.29891,1.89472,0.298484,1.55942
9.43915,0.208085,1.3642,-1.47158
7.71979,-3.6632,3.0903,-2.55779
7.35891,-4.12545,3.10928,-0.552888
7.28053,3.18944,0.0823434,0.439894
7.01335,1.65176,0.378829,2.6322
6.17886,-2.1512,2.90995,0.749953
5.70607,4.35117,0.025782,-0.262268
5.53557,2.36764,0.186857,0.272257
4.34746,-4.89187,3.12658,2.0084
4.11216,-4.96425,3.12763,-2.57921
3.92246,-4.99712,3.12808,-0.80917
3.52645,-2.16189,2.91239,1.82012
3.25351,4.88161,0.0151693,-1.18728
3.08079,2.43268,0.175153,3.02513
3.01686,4.98592,0.0136668,1.26737
