pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
18.2359,0.778733,1.72011,1,0.000659596,0.000599902,-0.0605195,-2.71281,18.033,15.6803
24.5158,-0.405374,2.84684,-1,0.000797375,0.000893662,-0.0605931,-23.4586,7.12186,-10.2125
