pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
13.6848,-1,0.000697693,0.000622332,-0.0604877,0.548087,1.6049,0
78.04,1,0.000705433,0.000610845,-0.0604988,2.26348,-0.370849,0
