pt,charge,pos_x,pos_y,pos_z,phi,eta
13.6129,-1,0.000695914,0.000625246,-0.060486,0.548065,1.60484
78.1523,1,0.000705432,0.000610844,-0.0605041,2.26347,-0.370832
1.36994,-1,0.000684448,0.000629682,-0.0535937,-2.31494,-1.85739
