et,eta,theta,phi
68.7399,2.27475,0.204924,1.60353
62.8629,0.704437,0.918294,-1.51595
11.5602,-3.00046,3.04215,0.828059
11.2564,-3.73091,3.09366,-2.16691
10.9075,-1.88547,2.84038,1.26033
10.627,1.93296,0.287444,-1.29387
9.74734,2.72185,0.131317,-0.61408
9.49071,2.41496,0.178268,-2.26786
9.22982,-0.981495,2.42449,-1.51288
8.4738,0.255157,1.31836,1.35943
7.59102,3.13653,0.0868122,0.681949
7.56903,-2.99159,3.04126,1.98828
6.91451,-0.833827,2.32201,-0.0744044
6.03695,-3.72249,3.09325,-0.804721
6.17507,-0.969323,2.41645,2.40528
5.81613,-3.78037,3.09597,2.98169
5.7788,-4.6168,3.12182,-2.35309
5.55437,3.09235,0.0907282,2.18805
5.54682,-2.67665,3.00422,-3.08269
5.71492,-1.24928,2.58315,-2.55641
5.29654,1.95264,0.281915,2.44031
5.25399,4.2757,0.0278029,-1.59844
5.5879,0.114871,1.45618,-0.70165
5.02711,3.81254,0.0441769,-2.80196
4.91555,-2.19631,2.92008,-0.765208
4.28467,-3.93774,3.10261,0.137529
3.97013,-2.91232,3.033,-1.46209
3.66142,-4.27004,3.11363,1.92636
3.93611,0.380824,1.19886,2.75185
3.67337,1.55983,0.414313,-2.96484
3.58693,3.67392,0.0507428,-0.427797
3.66316,1.19956,0.585345,-0.23389
3.46891,-2.15374,2.91053,-2.16933
3.38467,-1.83662,2.82554,-0.0158852
3.32471,1.38649,0.489864,1.20097
3.21001,4.1255,0.0323082,1.77044
3.15815,-1.98838,2.86945,2.26191
