energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
87.9141,-1.15957,0.694692,-1.85466,-1.12164,2.60184,undefined,0.0191308,0.0803436,85.1565,0
43.7339,0.488248,-1.29106,0.0779624,0.0564522,-1.20924,undefined,0.0206362,0.0642526,43.969,0
15.4965,0.711676,-1.17022,-0.217362,-0.158042,-1.0244,undefined,0.0158465,0.0759251,15.4402,0
15.1161,0.666344,1.18454,0.820899,0.572254,1.05838,undefined,0.0150496,0.103064,14.926,0
9.68598,0.568818,1.23264,0.083007,0.0611063,1.13845,undefined,0.0154243,0.0966942,9.41268,0
12.11,0.667033,1.1725,1.13042,0.762061,1.05356,undefined,0.0182136,0.10875,11.7366,0
9.85693,0.35073,1.31722,0.723745,0.508722,1.31057,undefined,0.0141766,0.024752,9.67781,0
8.56056,0.512875,-1.26936,-0.0580882,-0.0424167,-1.18681,undefined,0.0203498,0.0559076,8.30828,0
7.48686,0.616527,-1.22265,0.339542,0.245495,-1.10375,undefined,0.0151496,0.0486987,7.33241,0
7.31228,0.61965,-1.21702,-0.314655,-0.22841,-1.09985,undefined,0.0137854,0.0616654,7.13428,0
5.2195,0.7209,1.14677,0.621112,0.443825,1.00959,undefined,0.0183614,0.0927974,5.18692,0
7.39095,-1.10321,0.770906,-2.08427,-1.22144,2.53168,undefined,0.0201674,0.101632,7.1257,0
3.86733,0.210005,1.3286,0.196591,0.145638,1.41403,undefined,0.0171542,0.136061,3.86642,0
4.02919,0.782823,-1.12418,0.564057,0.400926,-0.962525,undefined,0.0139836,0.0646495,4.04451,0
3.28356,0.652397,-1.18568,0.452354,0.328326,-1.06778,undefined,0.0179011,0.0755312,3.28546,0
6.38795,0.849273,1.02884,2.66195,1.44155,0.880718,undefined,0.00951679,0.0936707,6.01565,0
2.57725,0.104576,1.34363,1.17052,0.785299,1.49312,undefined,0.00619901,0.00215611,2.56226,0
2.19639,-1.19829,0.621799,-0.946458,-0.653547,2.66293,undefined,0.0119022,0.00914479,2.20037,0
