energy,et,eta,phi,pos_x,pos_y,pos_z,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03
87.8801,51.8682,-1.11907,2.60252,0.000757916,0.000614711,-0.00541788,0.404216,0.404216,0,16.0909,23.7582,28.5474,36.2662,12.0241,0.0209821,0.0201233,0.443688,0.655106,0.335235,9.85424,9.04715,9.04715,0,44.7224,44.7224,10,10,8.68394,7.19893,7.19893,0,42.8902,42.8902,9,9
