et,eta,theta,phi
249.211,0.0347565,1.53605,-1.11836
153.02,-1.06824,2.47965,2.53675
141.616,0.461135,1.12519,1.17689
27.8079,-2.75844,3.01498,-1.83877
24.5963,0.556266,1.04118,-3.07078
15.382,-3.7878,3.09631,1.05741
14.6981,1.5437,0.420854,1.83876
12.451,-3.85763,3.09936,-0.261695
13.2886,0.00877781,1.56202,2.2312
12.4106,-1.49663,2.70109,-0.311101
11.1366,1.77081,0.337161,0.792066
11.0353,-0.725952,2.24028,0.837185
10.2284,2.88333,0.11178,2.7337
10.0555,1.24442,0.56102,-0.689271
10.5189,0.441581,1.1429,0.147765
9.48808,-3.03097,3.04513,0.228724
8.62849,2.08748,0.246738,-1.33602
8.36224,3.59956,0.0546579,-0.170187
8.11873,3.99656,0.0367535,1.89941
7.46803,2.84188,0.1165,1.49777
6.77656,3.50786,0.0599037,-2.31926
6.09101,1.39136,0.487581,-2.2068
6.22379,0.536684,1.05816,-2.00072
5.85616,-3.58824,3.08631,3.09813
5.78495,-3.91687,3.10179,1.91966
5.71924,4.09468,0.0333192,0.843685
5.65412,2.01241,0.265757,2.53301
5.32672,-1.74915,2.79719,1.03959
5.25542,-2.55727,2.98687,1.22117
5.55519,-0.806618,2.30194,-1.87731
4.76435,-2.32799,2.94722,-3.09482
3.88226,-1.5967,2.74187,-2.73215
3.67243,-3.09162,3.0508,-0.924135
3.41943,-4.43044,3.11778,-1.74236
3.3883,4.91909,0.0146112,-2.55519
3.33037,0.845471,0.811108,2.33942
3.16669,-4.72694,3.12389,0.24959
3.05129,4.44398,0.023497,-0.967749
