et,eta,theta,phi
33.3647,1.63453,0.385252,-1.5509
34.9322,-0.0468426,1.61762,2.93715
32.0084,0.307223,1.2683,-1.96305
29.9433,-0.689107,2.21106,0.870855
27.4762,-1.85364,2.83079,0.617574
26.2886,1.68715,0.365951,2.7724
25.7392,-1.18616,2.5488,-2.4679
23.4231,3.46943,0.0622497,-1.8871
24.7021,0.722579,0.903958,1.99421
22.8809,2.07403,0.250045,1.03962
21.6228,-0.580657,2.12133,-0.359782
20.1771,3.23787,0.0784545,1.52882
20.6468,1.168,0.603012,0.339318
18.3118,-1.70986,2.78368,-0.908045
17.2867,-3.61586,3.08782,-2.84201
17.753,-0.693733,2.21477,1.98206
16.0886,-2.58465,2.99103,-0.408695
16.4971,1.22475,0.571576,-2.62743
15.4783,-3.23525,3.06293,-1.77005
15.5858,-1.77413,2.80553,2.41996
15.2563,-3.85854,3.0994,-0.991913
14.5383,3.88292,0.0411755,0.525196
14.1251,-2.77936,3.01759,3.06991
12.1914,-2.9695,3.03902,1.97708
12.0359,-4.17256,3.11077,2.71016
10.4945,2.9058,0.109301,2.5942
10.1865,-3.10996,3.05245,0.793617
10.52,0.29396,1.28098,-0.35207
9.44497,4.06408,0.0343543,-2.97862
9.0985,-4.13244,3.10951,0.321303
8.7697,3.09887,0.090139,-0.571954
8.54699,-2.03477,2.88165,-1.91279
8.07243,-4.39528,3.11692,1.66107
7.59905,1.02514,0.688888,-0.936739
7.23995,1.88857,0.300298,1.83713
7.33986,0.577058,1.02333,0.922606
7.28424,-0.676948,2.20128,-1.21479
6.46583,4.59935,0.0201161,1.52959
6.39157,-1.66639,2.76814,1.49528
5.5105,-4.52756,3.11998,-2.36685
5.45926,4.74695,0.0173558,0.613161
5.17454,4.23791,0.0288736,-1.30119
4.57362,1.84388,0.313805,-0.514766
4.21181,2.08856,0.246476,-2.51837
3.83606,4.36234,0.0254956,-0.45332
3.80942,-4.97206,3.12774,-0.152949
3.49483,2.90744,0.109122,-2.69156
