energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
76.8005,0.883836,1.0532,0.633094,0.44557,0.87261,undefined,0.0204517,0.0766589,70.7564,0
31.2226,-0.473038,-1.2898,-0.647624,-0.455492,-1.92232,undefined,0.0159011,0.0531453,30.5825,0
15.0913,-1.24006,-0.525933,1.46435,0.941668,-2.74047,undefined,0.0232199,0.0776838,14.6496,0
7.83633,-1.23214,-0.574967,-0.354389,-0.257775,-2.70499,undefined,0.0154796,0.0589105,7.66959,0
11.3703,-1.21513,-0.582166,1.64932,1.0313,-2.69481,undefined,0.0167449,0.0411179,10.9315,0
8.2707,-1.21925,-0.574105,1.22206,0.813915,-2.70152,undefined,0.0208356,0.105837,7.87887,0
5.13206,-0.987335,-0.92822,-0.475489,-0.344049,-2.38705,undefined,0.0158623,0.117793,5.13051,0
4.50974,-0.799358,-1.1084,-1.01806,-0.689122,-2.1956,undefined,0.0106518,0.011954,4.53748,0
3.80403,-0.608814,-1.21368,-0.404229,-0.293474,-2.03574,undefined,0.0111377,0.0673817,3.78102,0
3.49564,-0.934999,-0.972837,-1.25184,-0.829361,-2.33636,undefined,0.0163385,0.0817313,3.46718,0
4.05986,-1.3515,-0.0897182,-2.02958,-1.19389,-3.07531,undefined,0.0132787,0.0144912,3.98795,0
2.43286,-1.32299,-0.303808,0.910348,0.628452,-2.91587,undefined,0.00828076,0.0120082,2.45636,0
1.19016,-0.970267,-0.948765,-0.412006,-0.299124,-2.3674,undefined,0.0067349,0.0024567,1.19672,0
19.8445,0.839152,1.06782,0.533175,0.383148,0.904739,undefined,0.0201505,0.119985,19.5842,0
