et,eta,theta,phi
237.116,0.438211,1.14597,0.905185
178.182,-0.430815,1.98887,-2.12635
79.0773,0.935889,0.747592,-2.75477
19.1348,0.00476538,1.56603,-1.38561
17.7777,-1.25849,2.58801,3.01476
16.9878,-2.02709,2.87966,-0.157669
14.86,-2.9044,3.03214,0.723174
13.2035,-2.4356,2.96695,-1.70463
12.2274,-3.80366,3.09702,1.04721
11.1372,-0.331881,1.89675,-2.88153
10.4278,-2.17133,2.91452,2.47863
9.81668,-3.10248,3.05178,-2.57973
9.85523,1.74749,0.344961,1.96072
9.72517,1.61863,0.391271,-0.505904
9.27898,-4.00927,3.1053,-1.39003
9.04528,-3.44257,3.07765,2.43668
7.12888,3.98839,0.0370547,-1.89337
6.70713,-1.13645,2.52045,0.501694
6.18198,3.56589,0.0565287,-1.02478
6.07388,2.31997,0.195923,-1.39562
6.02336,-1.23106,2.57342,2.0051
5.62216,1.32443,0.519873,-1.65442
5.75604,0.809269,0.837682,2.00718
5.69446,0.749918,0.882659,-0.0196464
5.20437,-1.50467,2.70451,-0.936064
4.90653,2.90319,0.109586,-2.50642
4.88118,4.13635,0.0319593,2.20084
4.70308,3.08159,0.0917081,-0.033729
4.69037,2.61253,0.146435,2.92968
4.54245,2.91213,0.108613,1.11396
4.33168,4.38964,0.024809,0.244183
4.32707,-4.00577,3.10518,-2.48052
4.06237,-2.86082,3.02727,-0.925184
4.335,-0.0920411,1.66271,2.31643
3.98164,4.60587,0.0199854,-2.82428
3.59846,-4.39616,3.11694,1.99841
3.53528,-2.29246,2.94024,-3.02073
3.49945,5.05892,0.0127046,1.32596
3.206,-1.80532,2.81566,1.27042
