pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
4.67612,2.04696,-3.05581,-1,0.000715325,0.000683217,-0.0878821,-4.65893,-0.400652,17.8047
3.36274,-1.40236,-1.09101,1,0.000973069,0.000738031,0.0156057,1.55222,-2.98306,-6.42078
