et,eta,theta,phi
58.7351,2.40509,0.180028,-2.46218
51.977,2.08004,0.248563,0.479881
19.8811,1.10517,0.639577,-2.57957
14.2736,-1.53833,2.71854,1.85712
14.9375,0.536978,1.05791,0.548313
11.255,4.13472,0.0320117,1.95536
11.2572,2.35655,0.188929,1.68663
11.0233,2.69685,0.134631,-1.39632
10.0303,0.936345,0.747282,-1.34726
9.06257,-0.320653,1.88609,2.22387
8.2809,3.08695,0.0912186,0.0301184
7.88498,4.07242,0.0340689,-1.18139
8.01696,-1.5821,2.73615,-1.9834
8.31862,-0.541529,2.08765,-1.15148
7.60572,3.02001,0.0975237,2.69331
7.5098,-3.78725,3.09628,1.21685
7.29063,-3.71164,3.09273,-0.132408
7.02868,4.05254,0.0347527,1.00956
7.19985,-1.34374,2.63123,2.95951
6.61325,4.01961,0.0359161,-2.85767
6.65401,1.65699,0.376899,2.41361
5.65655,-2.78327,3.01808,-0.786311
5.34202,-1.66416,2.76732,-0.333485
5.1984,-3.39763,3.07471,-1.34971
5.17573,-4.42169,3.11757,2.80627
5.16618,-2.92396,3.03425,-2.26645
5.64604,-0.236162,1.80479,-2.07338
5.17909,0.69448,0.92623,2.77094
4.72647,1.52365,0.429123,-0.421073
4.22325,-3.14975,3.05592,2.67145
3.5637,1.34821,0.508182,0.825876
3.39217,-2.51084,2.97955,0.852435
3.22946,-0.58407,2.12424,0.0501487
3.24481,0.490691,1.09869,1.58536
